Type,Commentgroup,Chaine has chat-comms telecharged,Chat avec des sous catégories,Ville/Région,Communautés régionales de compatriotes,Titre_ru,Titre_fr,Titre_support,Lien,Date de création,Dérnier message,Nombre de messages (mai 2025),Nombre de messages (avril 2026),Type de communication,Thématique,Organisatio bénévole,Groupes de sources,Description,Nombre de participants (mai 2025),Nombre de participants (avril 2026),Téléchargé le ,Téléchargé
Chat,,,,Krasnodar et la région de Krasnodar,0,Штаб помощи | Краснодар,Centre d'assistance | Krasnodar,centre_krasnodar,https://t.me/refugeeskrasnodar,29.11.2022,présent,11069,,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,Штаб помощи Краснодар,,"Ce chat sert de lieu de communication entre les réfugiés et les personnes en mesure de leur apporter de l'aide. L'aide est fournie après remplissage d'un questionnaire dans lequel le réfugié indique ses informations personnelles et ses besoins. À l'occasion du Nouvel An 2023, le quartier général a organisé un événement pour les enfants. Le remplissage du questionnaire est obligatoire. Le quartier général a également ouvert un point de distribution d'aide. Il existe également des reportages photo et des annonces concernant divers articles livrés au quartier général (par exemple, des chaussures). Le questionnaire est obligatoire pour recevoir une aide humanitaire et participer aux événements.",1743,,,1
Chat,,,,Belgorod,0,Помощь беженцам Белгород Волонтеры,Assistance aux réfugiés Belgorod Bénévoles,assist_belgorod,https://t.me/help_nearbyChat,05.04.2022,2023-12-10 00:00:00,8361,,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,"""Помощь рядом"", основаны Белгородской христианской церковью",,"Il est interdit de diffuser les informations issues de ce chat. Ce chat a été créé par l'association bénévole « Pomoshch ryadom » (L'aide à portée de main), fondée par l'Église chrétienne de Belgorod. Son objectif est d'aider les réfugiés ukrainiens à trouver un logement, à remplir leurs documents administratifs, à obtenir une aide humanitaire et un soutien spirituel. Des bénévoles issus de plusieurs églises de la région de Belgorod y travaillent. L'aide est apportée à tous, indépendamment de leur confession ou de leur religion. Ce chat publie des rapports sur les activités de l'organisation bénévole, et d'autres personnes peuvent également demander de l'aide pour elles-mêmes et leur famille en expliquant leur situation. Les gens demandent également des informations, certains proposent leur aide ou sollicitent une assistance.",1918,,,
Chaine,,,,Belgorod,0,"Марфо-Мариинское сестричество милосердия, Белгород","Confrérie de la Charité Marfo-Mariinsky, Belgorod",confrerie_de_la_charite,https://t.me/belmiloserdie,24.03.2022,présent,5818,,Organisationnel,Activités d'une organisation bénévole,Церковный штаб помощи беженцам,,Centre d'aide aux réfugiés de l'Église,661,,,1
Chat,,,,Belgorod,0,"Вторая жизнь — помогаем беженцам, Белгород","Une seconde vie – nous soutenons les réfugiés, Belgorod",une_seconde_vie,https://t.me/vtorayazhiznbelgorod,05.09.2022,présent,72686,,Messages structurés,Re-use/articles,,,"Dans ce chat, les personnes font don de vêtements pour aider ceux qui en ont besoin. De même, ceux qui ont besoin de certains articles peuvent en faire la demande dans le chat.",1988,,,1
Chat,,,,Belgorod,0,На твоей стороне — Центр помощи,À tes côtés : le Centre d'aide,a_tes_cotes,https://t.me/natvoeistorone,05.09.2022,2025-07-08 00:00:00,30059,,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,На твоей стороне,,Le chat est un espace de communication entre les bénévoles du centre d'aide et les personnes dans le besoin. Les personnes demandent si elles disposent de certains articles et expriment leur gratitude après leur visite.,1901,,,1
Chaine,,1,,Belgorod,0,Координационный центр помощи беженцам,Centre de coordination de l'aide aux réfugiés,centre_de_coordination,https://t.me/KCPBGKTN,14.12.2022,2023-11-23 00:00:00,879,,Chaîne d'information,Générale,,,"La chaîne publie des rapports sur les activités du centre, des sélections d'objets offerts, d'autres informations utiles sur la ville et des informations administratives pertinentes.",122,,,1
Chat,1,,,Belgorod,0,Координационный центр помощи беженцам,Centre de coordination de l'aide aux réfugiés,centre_de_coordination_chat,,14.12.2022,2023-11-23 00:00:00,,,Commentgoupe,Générale,,,"La chaîne publie des rapports sur les activités du centre, des sélections d'objets offerts, d'autres informations utiles sur la ville et des informations administratives pertinentes.",,,,1
Chaine,,,,Belgorod,0,Помощь Шебекино №1,Assistance à Chebekino n° 1,assistance_a_chebekino,https://t.me/helpshebekino,31.05.2023,2023-07-01 00:00:00,3459,,Messages structurés,Offre et recherche d'aide,,,"Cette chaine publie des demandes d'aide et des messages de personnes souhaitant apporter leur soutien, accompagnés de leurs coordonnées. L'aide peut prendre différentes formes : transporter quelqu'un en voiture, héberger quelqu'un chez soi, donner des affaires, etc.",3525,,,1
Bot,,,,Belgorod,0,volunteers_31_bot,volunteers_31_bot,,@volunteers_31_bot,,,,,Réception des candidatures,Offre et recherche d'aide,,,Formulaire de demande d'aide.,,,,
Bot,,,,Belgorod,0,Путь в Будущее — помощь детям,Le chemin vers l'avenir — aider les enfants,,@help_refugees_school31_bot,,,,,Réception des candidatures,Offre et recherche d'aide,,,Formulaires pour l'aide aux enfants.,,,,
Chaine,,1,,Belgorod,0,Быть добрее — объединение добрых сердец,Être plus bienveillant — rassembler les cœurs bienveillants,etre_plus_bienveillant,https://t.me/dobreebydem,07.06.2023,2023-09-01 00:00:00,138,,Organisationnel,Activités d'une organisation bénévole,Быть добрее,Быть добрее,"Cette organisation bénévole a pour but d'aider les gens à Shebekino - ville dans la région de Belgorod, Russie. Ce canal sert également de moyen de communication entre les bénévoles, les militants et toute autre personne désireuse d'apporter son aide. Des reportages photos sont publiés sur les articles collectés, le fonctionnement des centres d'hébergement temporaire, l'obtention d'une aide financière, etc.",66,,,1
Chat,1,,,Belgorod,0,Быть добрее — объединение добрых сердец,Être plus bienveillant — rassembler les cœurs bienveillants,etre_plus_bienveillant_chat,,07.06.2023,2023-09-01 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Быть добрее,Быть добрее,"Cette organisation bénévole a pour but d'aider les gens à Shebekino - ville dans la région de Belgorod, Russie. Ce canal sert également de moyen de communication entre les bénévoles, les militants et toute autre personne désireuse d'apporter son aide. Des reportages photos sont publiés sur les articles collectés, le fonctionnement des centres d'hébergement temporaire, l'obtention d'une aide financière, etc.",,,,1
Chat,,,, Bachkortostan (Ufa),0,Птички Башкортостана (помощь беженцам),Les oiseaux du Bachkortostan (aide aux réfugiés),,https://t.me/+ZgUlYX1v_8E0MDli,,,,,,Activités d'une organisation bénévole,Птички Башкортостана,,demandes via @Bsk_help_bot.,205,,,
Bot,,,, Bachkortostan (Ufa),0,ПВР Башкирия,PVR Bachkirie,,https://t.me/Bsk_help_bot,,,,,Réception des candidatures,Centres d'hébergement temporaire (PVR),,,Bot pour la collecte des demandes d'assistance : PVR/salle/contacts.,,,,
Chat,,,,Vladivostok/Primorié,0,Помощь беженцам из Украины в Приморье,Assistance aux réfugiés ukrainiens dans la région de Primorié,,https://t.me/+5LOL3iWHfrA3NGMy,,,,,,Centres d'hébergement temporaire (PVR),,,"Le groupe a été initialement créé pour assister 306 réfugiés de Marioupol, arrivés le 21 avril 2022 au centre d'hébergement temporaire du village de Vranguel, dans la région de Primorsk. Actuellement, une assistance est également fournie aux réfugiés.",278,,,
Chaine,,1,,Tcheboksary/Tchouvachie,0,Помощь беженцам в Чувашии,Assistance aux réfugiés en Tchouvachie,assist_tchouvachie,https://t.me/pomosh_v_chuvashii,26.04.2022,2024-07-23 00:00:00,922,,Organisationnel,Activités d'une organisation bénévole,Помощь беженцам в Чувашии,Помощь беженцам в Чувашии,"Informations sur les PVR (« Etker », « Alyi Parus »). Ce canal sert également à communiquer les demandes d'aide nécessaires (sous forme de requêtes), les rapports sur « ce qui se passe actuellement » - ce que les bénévoles ont accompli, l'avancement de leur travail, ce qu'ils savent des besoins des réfugiés. Des listes des besoins sont publiées, des collectes sont organisées, des informations utiles sont publiées, des fonds sont collectés pour l'achat d'aide humanitaire, des rapports sont publiés. Rapports photo.",386,,,1
Chat,1,,,Tcheboksary/Tchouvachie,0,Помощь беженцам в Чувашии,Assistance aux réfugiés en Tchouvachie,assist_tchouvachie_chat,,26.04.2022,2024-07-23 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Помощь беженцам в Чувашии,Помощь беженцам в Чувашии,"Informations sur les PVR (« Etker », « Alyi Parus »). Ce canal sert également à communiquer les demandes d'aide nécessaires (sous forme de requêtes), les rapports sur « ce qui se passe actuellement » - ce que les bénévoles ont accompli, l'avancement de leur travail, ce qu'ils savent des besoins des réfugiés. Des listes des besoins sont publiées, des collectes sont organisées, des informations utiles sont publiées, des fonds sont collectés pour l'achat d'aide humanitaire, des rapports sont publiés. Rapports photo.",,,,1
Chat,,,,Tcheboksary/Tchouvachie,0,помощь в Чувашии,Assistance en Tchouvachie,assistance_tchouvachie,https://t.me/+iYyovmhye1RjNmUy,,,,,,Activités d'une organisation bénévole,Помощь беженцам в Чувашии,,Discussion et demandes.,205,,,
Chaine,,1,,Saint-Pétersbourg et la région de Leningrad,0,Петербург. Остающиеся,Saint-Pétersbourg. Les restants,restants_stpet,https://t.me/bezencywspb,03.06.2022,2024-03-05 00:00:00,36,,Chaîne d'information,Générale,,Петербург. Остающиеся,"Ce canal fournit des informations structurées et des liens vers d'autres ressources et canaux utiles pour les réfugiés. Les messages sont classés par thème et les commentaires sous les publications permettent aux personnes de discuter de ces thèmes (par exemple, offres d'emploi ou recherche d'emploi, logement disponible, etc.). Il s'agit en général du chat principal, et les chats suivants, dont le nom comporte la mention « Restants », sont ses sous-chats.",427,,,1
Chat,1,,,Saint-Pétersbourg et la région de Leningrad,0,Петербург. Остающиеся,Saint-Pétersbourg. Les restants,restants_stpet_chat,,03.06.2022,2024-03-05 00:00:00,,,Commentgoupe,Générale,,Петербург. Остающиеся,"Ce canal fournit des informations structurées et des liens vers d'autres ressources et canaux utiles pour les réfugiés. Les messages sont classés par thème et les commentaires sous les publications permettent aux personnes de discuter de ces thèmes (par exemple, offres d'emploi ou recherche d'emploi, logement disponible, etc.). Il s'agit en général du chat principal, et les chats suivants, dont le nom comporte la mention « Restants », sont ses sous-chats.",,,,1
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Беженцы Тихвин (2.0),Réfugiés de Tikhvine (2.0),ref_tikhvine,https://t.me/help_tikhvin,03.05.2022,2025-07-27 00:00:00,15084,,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),,,"Ce chat permet aux personnes dans le besoin de solliciter de l'aide (recherche d'emploi, de logement, de certains articles, etc.). De plus, ceux qui sont en mesure d'apporter cette aide répondent aux messages ou proposent directement ce qu'ils peuvent offrir, en attendant qu'une personne réponde.",638,,,1
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Канал Петербург. Остающиеся — Чат Вакансии,Chaîne Saint-Pétersbourg. Restants — Chat Offres d'emploi,emploi-stpet-restants,https://t.me/+k985EUf0yKZhNWZi,,,,,,Recherche de travail,,Петербург. Остающиеся,Le chat est fermé.,287,,,
Chaine,,1,,Saint-Pétersbourg et la région de Leningrad,0,Склад на Миргородской,Entrepôt à Mirgorodskaya,entrepot_mirgorodskaya,https://t.me/sklad_mirgorod,16.09.2022,2025-07-10 00:00:00,709,,Organisationnel,Activités d'une organisation bénévole,Склад на Миргородской,Склад на Миргородской,"Ce centre de collecte rassemble les dons de personnes désireuses d'aider et fournit une assistance aux personnes dans le besoin (envoi à Marioupol, Belgorod, la région de Leningrad, Voronej, la région de Pskov, etc.). Le canal publie les articles dont le besoin est le plus urgent à l'heure actuelle. Les demandes d'aide sont soumises en contactant directement un bénévole.",1068,,,1
Chat,1,,,Saint-Pétersbourg et la région de Leningrad,0,Склад на Миргородской,Entrepôt à Mirgorodskaya,entrepot_mirgorodskaya_chat,,16.09.2022,2025-07-10 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Склад на Миргородской,Склад на Миргородской,"Ce centre de collecte rassemble les dons de personnes désireuses d'aider et fournit une assistance aux personnes dans le besoin (envoi à Marioupol, Belgorod, la région de Leningrad, Voronej, la région de Pskov, etc.). Le canal publie les articles dont le besoin est le plus urgent à l'heure actuelle. Les demandes d'aide sont soumises en contactant directement un bénévole.",,,,1
Chaine,,,,Saint-Pétersbourg et la région de Leningrad,0,ГУМСклад,HumEntrepot,hum_entrepot,https://t.me/gumskladspb,10.08.2022,présent,972,,Organisationnel,Activités d'une organisation bénévole,ГУМСклад,,"À l'instar du canal du dépôt, ce dépôt publie des annonces concernant la collecte de l'aide humanitaire nécessaire, rédige également des articles plus généraux (par exemple sur les uniformes scolaires), publie des réflexions sur le travail des bénévoles et des reportages photos sur le travail accompli.",5254,,,1
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Вещи для кураторов семей СПб.,Articles destinés aux curateurs des familles de Saint-Pétersbourg.,articles_stpet,https://t.me/+zEMVPCGP2zIwZDYy,,,,,,Activités d'une organisation bénévole,Кураторы семей СПБ,,Cette communauté est destinée à aider les tuteurs qui s'occupent de familles ayant un besoin urgent d'aide. Seuls les bénévoles et les tuteurs sont autorisés à publier et à écrire sur le mur conformément aux règles du groupe.,499,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Петербург. Остающиеся. Ищу работу,Saint-Pétersbourg. Ceux qui restent. Je recherche un emploi.,job_stpet,https://t.me/+HyiCAOIAgWAyMTQy,,,,,,Recherche de travail,,Петербург. Остающиеся,Reposts de recherches d'emploi.,93,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Петербург. Остающиеся. Жильё,Saint-Pétersbourg. Ceux qui restent. Logement,logement_stpet,https://t.me/+K1Jm38fCZ6cwYTFi,,,,,,Recherche de logement,,Петербург. Остающиеся,Reposts de logements.,67,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Ссылки на чаты врачей (СПб),Liens vers les chats des médecins (Saint-Pétersbourg),liens_med_stpet,https://t.me/+9g5192-ewk5mNDJi,,,,,,Assistance médicale,,,Navigateur de liens vers des forums médicaux.,,,,
Chaine,,,,Saint-Pétersbourg et la région de Leningrad,0,Предложение вещей СПб — Украина,Offre d'articles Saint-Pétersbourg — Ukraine,articles_stpetersbourg,https://t.me/predlojenievechivspb,17.05.2022,2022-05-17 00:00:00,,,Messages structurés,Re-use/articles,,,"Tous les messages du chat, sauf un, ont été supprimés. D'après ce message, il s'agissait d'un chat d'entrepôt où étaient publiées des annonces de dons et où il était également possible de contacter les administrateurs pour proposer ses propres dons. Une fois les dons effectués, l'annonce était supprimée. « L'entrepôt de Technologika accepte les dons pour ceux qui restent, donc ici, pour l'assortiment, il faut tout ce qu'il y a dans une maison moderne ordinaire, et toutes les petites choses domestiques que les gens ont cessé de remarquer, même s'ils les utilisent. Nous acceptons également les articles ménagers tels que le savon, la lessive, les crèmes, les gels, les shampoings, les bijoux fantaisie, les barrettes, les jouets, les livres et autres articles similaires. »",228,,,1
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Ссылки на организации и чаты вещевой помощи (СПб),Liens vers les organisations et les chats d'aide matérielle (Saint-Pétersbourg),aide_met_liens_stpet,https://t.me/+kZJ-Ib9zf-kwYTIy,,,,,Agrégateur de liens,Re-use/articles,,,"Liens vers des groupes « à céder gratuitement », des magasins, etc.",119,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Петербург. Остающиеся. Психологическая помощь,Saint-Pétersbourg. Ceux qui restent. Assistance psychologique,psy_stpet,https://t.me/+BGdN-7czLacyNWE6,,,,,,Assistance psychologique,,Петербург. Остающиеся,Navigateur de propositions.,26,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Петербург. Остающиеся. Учёба,Saint-Pétersbourg. Ceux qui restent. Education,education_st_pet,https://t.me/+Ua_sCU5nYw0zMTQy,,,,,,Éducation des enfants / aide scolaire,,Петербург. Остающиеся,Une activité modérée.,20,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Благотворительные (СПб),Organisations caritatives (Saint-Pétersbourg),caritatives_stpet,https://t.me/+IGyUh9DysQpkZGM6,,,,,,Activités d'une organisation bénévole,,,Collection de liens.,43,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Бесплатные мероприятия (СПб),Événements gratuits (Saint-Pétersbourg),evenements_stpet,https://t.me/+EqLkREzkSnY2ZWNi,,,,,,Initiatives dans la ville,,,Liens vers des événements culturels gratuits.,33,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Бесплатные культурные мероприятия — Петербург. Остающиеся,Événements culturels gratuits — Saint-Pétersbourg. Restants,culture_stpet,https://t.me/+t83D_ULLzvVhYWMy,,,,,,Initiatives dans la ville,,Петербург. Остающиеся,"Coordination des activités, des cours et des promenades.",48,,,
Chat,,,,Saint-Pétersbourg et la région de Leningrad,0,Психологическая помощь для беженцев офлайн (СПб),Assistance psychologique hors ligne pour les réfugiés (Saint-Pétersbourg),psyref_stpet,https://t.me/pomosh_bezhencam,02.11.2023,2024-08-24 00:00:00,131,,Organisationnel,Assistance psychologique,,,Inscription à des groupes de soutien ; faible activité.,15,,,1
Chaine,,1,,Voronej,0,Искусство Жить | Помощь переселенцам Воронеж,L'art de vivre | Assistance aux personnes déplacées à Voronej,art_de_vivre_voronej,https://t.me/art_live_36,25.02.2022,présent,1272,,Organisationnel,Activités d'une organisation bénévole,Искусство жить,,"Cette chaine est un portail d'information du centre d'aide aux migrants à Voronej, créé notamment par des migrants qui se sont installés en 2014 et sont devenus des citoyens russes à part entière. Ce canal sert donc de moyen de communication entre cette association, les personnes désireuses d'apporter leur aide et celles qui en ont besoin. Les bénévoles y publient des annonces d'emploi et rendent compte du travail accompli (distribution d'aide humanitaire), des demandes d'aide de bénévoles, des annonces concernant les horaires d'ouverture de leur entrepôt. Chaque publication est accompagnée de nombreuses photos - compte rendu des événements passés. L'association collabore également fréquemment avec d'autres organismes. Ce centre fonctionne encore aujourd'hui, mais le nombre de ces rapports a diminué. La publication d'informations sur le fonctionnement de l'entrepôt pour les personnes ayant besoin d'aide humanitaire se poursuit. D'après les publications, une grande partie de l'activité se déroule au niveau de l'organisation d'événements.",876,,,1
Chat,1,,,Voronej,0,Искусство Жить | Помощь переселенцам Воронеж,L'art de vivre | Assistance aux personnes déplacées à Voronej,art_de_vivre_voronej_chat,,25.02.2022,présent,,,Commentgoupe,Activités d'une organisation bénévole,Искусство жить,,"Cette chaine est un portail d'information du centre d'aide aux migrants à Voronej, créé notamment par des migrants qui se sont installés en 2014 et sont devenus des citoyens russes à part entière. Ce canal sert donc de moyen de communication entre cette association, les personnes désireuses d'apporter leur aide et celles qui en ont besoin. Les bénévoles y publient des annonces d'emploi et rendent compte du travail accompli (distribution d'aide humanitaire), des demandes d'aide de bénévoles, des annonces concernant les horaires d'ouverture de leur entrepôt. Chaque publication est accompagnée de nombreuses photos - compte rendu des événements passés. L'association collabore également fréquemment avec d'autres organismes. Ce centre fonctionne encore aujourd'hui, mais le nombre de ces rapports a diminué. La publication d'informations sur le fonctionnement de l'entrepôt pour les personnes ayant besoin d'aide humanitaire se poursuit. D'après les publications, une grande partie de l'activité se déroule au niveau de l'organisation d'événements.",,,,1
Chaine,,1,,Voronej,0,БФ «Волонтерский корпус 36»,Fondation caritative « Corps de volontaires 36 »,corps_de_volontaires,https://t.me/volonterskiykorpus36,12.03.2022,présent,530,,Organisationnel,Activités d'une organisation bénévole,Волонтерский корпус 36,,"Réunions, annonces.",296,,,1
Chat,1,,,Voronej,0,БФ «Волонтерский корпус 36»,Fondation caritative « Corps de volontaires 36 »,corps_de_volontaires_chat,,12.03.2022,présent,,,Commentgoupe,Activités d'une organisation bénévole,Волонтерский корпус 36,,"Réunions, annonces.",,,,1
Chat,,,1,Voronej,0,АНО «Сердце волонтёра» (чат),ANO « Cœur de bénévole » (chat),coeur_de_benevole,https://t.me/serdce_volontera,,,,,Organisationnel,Activités d'une organisation bénévole,Сердце волонтера,,"Documents, rapports, discussions, projets.",1157,,,1
Chat,,,1,Voronej,0,Бобров — Чат Добра — ПВР,Bobrov — Chat du Bien — PVR,bobrov_PVR,https://t.me/PVRBobrov,,,,,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),,,"Entrepôt, adresses, forum de discussion, etc.",220,,,1
Chat,,,,Voronej,0,Вещи беженцам | Воронеж,Articles pour les réfugiés | Voronej,articles_voronej,https://t.me/+nmxv8M2Tsw8xMDRi,,,,,,Re-use/articles,,,Remise/réception d'objets.,645,,,
Chat,,,,Izhevsk,1,Помочь Лично — Мариупольцам,Aider personnellement les habitants de Marioupol,aider_perso,https://t.me/izh_help,29.04.2022,2025-08-21 00:00:00,3498,,Communication/discussions/échange d'informations,Offre et recherche d'aide,,,"Ce groupe a été créé par un groupe de bénévoles. Son objectif est d'offrir un soutien personnalisé aux familles de Marioupol (soutien matériel, informationnel et émotionnel). Le groupe permet à toute personne désireuse d'aider de proposer son aide et à toute personne dans le besoin de la solliciter.",486,,,1
Bot,,,,Izhevsk,0,Помочь лично (бот),Assistance personnelle (bot),,@izh_help_bot,,,,,Réception des candidatures,Offre et recherche d'aide,,,Ce bot a été créé par le même groupe de bénévoles que le chat ci-dessus. Ce chat a été créé pour recueillir des suggestions et des demandes d'aide. Le bot n'est plus opérationnel.,,,,
Chat,,,,Tyla,0,Тула гостеприимная: помощь беженцам,"Tula, une ville accueillante : assistance aux réfugiés",Tula_assist,https://t.me/+wVhtZlHnnz5lOGQ6,,,,,,Activités d'une organisation bénévole,Волонтерская организация в Туле,,Groupe d'assistance bénévole.,92,,,
Chat,,,,Novossibirsk,0,Новосибирская помощь беженцам,Assistance aux réfugiés à Novossibirsk,assist_novossib,https://t.me/+7Wd0eWpmwSQxODdk,,,,,,Offre et recherche d'aide,,,,82,,,
Chaine,,1,,Kazan,0,Все люди. Помощь переселенцам Казань,Tout le monde est humain. Assistance aux personnes déplacées à Kazan,tout_le_monde_est_humain_kazan,https://t.me/kznhelpua,16.04.2022,2023-05-09 00:00:00,143,,Organisationnel,Activités d'une organisation bénévole,Все люди,Все люди,"Nous fonctionnons exclusivement selon les principes de l'auto-organisation, ne représentons aucune partie politique, religieuse ou autre, n'avons ni dirigeants, ni supérieurs, ni subordonnés, et ne disposons d'aucune autre bureaucratie propre aux organisations commerciales. Ce chat a été créé pour rendre compte des activités bénévoles et pour communiquer avec la communauté au sujet de l'aide nécessaire aux réfugiés.",576,,,1
Chat,1,,,Kazan,0,Все люди. Помощь переселенцам Казань,Tout le monde est humain. Assistance aux personnes déplacées à Kazan,tout_le_monde_est_humain_kazan_chat,,16.04.2022,2023-05-09 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Все люди,Все люди,"Nous fonctionnons exclusivement selon les principes de l'auto-organisation, ne représentons aucune partie politique, religieuse ou autre, n'avons ni dirigeants, ni supérieurs, ni subordonnés, et ne disposons d'aucune autre bureaucratie propre aux organisations commerciales. Ce chat a été créé pour rendre compte des activités bénévoles et pour communiquer avec la communauté au sujet de l'aide nécessaire aux réfugiés.",,,,1
Chat,,,,Shakhty,0,"Новошахтинск, Шахты — Помощь беженцам","Novoshakhtinsk, Shakhty — Assistance aux réfugiés",assistance_shakhty,https://t.me/pomohbegencam,22.05.2022,présent,449632,,Messages structurés,Offre et recherche d'aide,,aide Shakhty,Chat à grande échelle pour les demandes/l'assistance ; questionnaires/bots.,3797,,,1
Chat,,,,Shakhty,0,Шахты-Новошахтинск — помощь и вещи,Shakhty-Novoshakhtinsk — assistance et articles,assistance_articles,https://t.me/shahty_pomosh_pereselencam,08.06.2023,présent,285,,Communication/discussions/échange d'informations,Offre et recherche d'aide,,,"Une demande d'adhésion est requise. Discussion sur les demandes d'assistance, les offres d'aide et la communication.",140,,,1
Bot,,,,Shakhty,0,help_refugees_Shahti_bot,help_refugees_Shahti_bot,help_ref_shakhty,@help_refugees_Shahti_bot,,,,,Réception des candidatures,Offre et recherche d'aide,,aide Shakhty,Bot pour la collecte des demandes d'assistance,,,,
Chat,,,,Novorossiysk,0,Помощь в Новороссийске,Assistance à Novorossiysk,assistance_novorossiysk,https://t.me/donbasskrasnodarskiy,05.04.2022,présent,29292,,Communication/discussions/échange d'informations,Générale,,,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations.",1605,,,1
Chat,,,,Volgograd,0,Помощь Волгоград,Assistance à Volgograd,assistance_volgograd,https://t.me/helpvlg,19.04.2022,présent,4321,,Organisationnel,Activités d'une organisation bénévole,Помощь Волгоград,,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations.",499,,,1
Chaine,,1,,Kaliningrad,0,Помощь беженцам. Калининград,Assistance aux réfugiés. Kaliningrad,assistance_kaliningrad,https://t.me/refugee_assistance,07.04.2022,2022-12-31 00:00:00,170,,Organisationnel,Activités d'une organisation bénévole,Помощь беженцам Калининград,Помощь беженцам Калининград,"Cette chaine facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",823,,,1
Chat,1,,,Kaliningrad,0,Помощь беженцам. Калининград,Assistance aux réfugiés. Kaliningrad,assistance_kaliningrad_chat,,07.04.2022,2022-12-31 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Помощь беженцам Калининград,Помощь беженцам Калининград,"Cette chaine facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",,,,1
Chat,,,,Krasnoïarsk,0,Помощь беженцам в Красноярске,Assistance aux réfugiés à Krasnoïarsk,assistance_krasnoiarsk,https://t.me/pomoshgh,24.03.2022,2024-09-05 00:00:00,1380,,Communication/discussions/échange d'informations,Offre et recherche d'aide,,,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Le chat est destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur aide, ainsi qu'à l'échange d'informations.",49,,,1
Chat,,,,Nijni Novgorod,0,Помощь беженцам в Нижнем Новгороде,Assistance aux réfugiés à Nijni Novgorod,assistance_nino,https://t.me/refugeeInNNov,25.04.2022,présent,21004,,Communication/discussions/échange d'informations,Offre et recherche d'aide,,,"Cette chaine facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",1069,,,1
Chat,,,,Ryazan,0,Рязань помощь,Ryazan assistance ,assist_ryazan,https://t.me/ryazanpomosh,18.04.2022,2025-08-11 00:00:00,7128,,Communication/discussions/échange d'informations,Offre et recherche d'aide,,,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Des informations utiles sont publiées. Rapports. Actualités. Chat pour la communication entre ceux qui ont besoin d'aide et ceux qui souhaitent aider, ainsi que pour l'échange d'informations.",183,,,
Chaine,,1,,Samara,0,Помощь беженцам Украины в Самаре,Assistance aux réfugiés ukrainiens à Samara,assist_samara,https://t.me/samarapomosch,29.03.2022,2022-12-06 00:00:00,17,,Messages structurés,Offre et recherche d'aide,,Samara,Cette chaine permet aux personnes qui ont besoin d'aide dans divers domaines de soumettre leurs demandes (sous certains messages dans les commentaires). Des informations utiles sont également publiées. Des collectes individuelles sont organisées pour des familles spécifiques.,205,,,1
Chat,1,,,Samara,0,Помощь беженцам Украины в Самаре,Assistance aux réfugiés ukrainiens à Samara,assist_samara_chat,,29.03.2022,2022-12-06 00:00:00,,,Commentgoupe,Offre et recherche d'aide,,Samara,Cette chaine permet aux personnes qui ont besoin d'aide dans divers domaines de soumettre leurs demandes (sous certains messages dans les commentaires). Des informations utiles sont également publiées. Des collectes individuelles sont organisées pour des familles spécifiques.,,,,1
