Titre de l'article,Date,Lien,label
"Из магазина в Амстердаме, где захватили заложников, спаслись несколько человек",2022-02-22 21:23:00,https://tass.ru/proisshestviya/13814433,0
Reuters: США направят в Балтику 800 военных и технику,2022-02-22 21:26:00,https://tass.ru/mezhdunarodnaya-panorama/13814541,0
Космонавты с МКС поздравили россиян с 23 февраля,2022-02-22 21:27:00,https://tass.ru/obschestvo/13814323,0
"Точечная селекция ""Зенита"" и возвращение Смолова в ""Динамо"".",2022-02-22 21:30:00,https://tass.ru/sport/13814587,0
"В Москве откроется внеконкурсная программа фестиваля ""Золотая маска""",2022-02-22 21:36:00,https://tass.ru/kultura/13814303,0
"В Петербурге откроют скульптуру ""Конек-Горбунок""",2022-02-22 21:41:00,https://tass.ru/kultura/13814361,0
В результате обстрела со стороны ВСУ в ЛНР погибли два мирных жителя,2022-02-22 21:41:00,https://tass.ru/mezhdunarodnaya-panorama/13814673,0
"Петербургский ""Мюзик-Холл"" покажет премьеру мюзикла ""Остров сокровищ""",2022-02-22 21:46:00,https://tass.ru/kultura/13814343,0
"Глава МИД Австрии поддержал остановку Германией сертификации ""Северного потока - 2""",2022-02-22 21:46:00,https://tass.ru/ekonomika/13814701,0
Сайт ВЭБ возобновил работу после сбоя,2022-02-22 21:49:00,https://tass.ru/ekonomika/13814737,0
"Драма ""Бессмертные"" выйдет в двух онлайн-кинотеатрах",2022-02-22 21:51:00,https://tass.ru/kultura/13814337,0
Блинкен отказался от встречи с Лавровым,2022-02-22 21:52:00,https://tass.ru/mezhdunarodnaya-panorama/13814765,0
"""Ювентус"" и ""Вильярреал"" сыграли вничью в первом матче 1/8 финала Лиги чемпионов",2022-02-22 21:54:00,https://tass.ru/sport/13814791,0
"В ВЭБ заявили, что продолжат исполнять принятые на себя обязательства",2022-02-22 21:55:00,https://tass.ru/ekonomika/13814743,0
"""Челси"" обыграл ""Лилль"" в первом матче 1/8 финала Лиги чемпионов",2022-02-22 21:55:00,https://tass.ru/sport/13814805,0
"Кулеба заявил, что Украина никогда не признает суверенитет ДНР и ЛНР",2022-02-22 21:58:00,https://tass.ru/mezhdunarodnaya-panorama/13814831,0
В Театре наций состоится премьера спектакля о жизни Солженицына,2022-02-22 21:59:00,https://tass.ru/kultura/13814331,0
"Генсек ООН заявил, что обеспокоен рисками дальнейшей эскалации на Украине",2022-02-22 22:05:00,https://tass.ru/mezhdunarodnaya-panorama/13814867,0
"В Дагестане открыли центр военно-патриотического воспитания ""Авангард""",2022-02-22 22:07:00,https://tass.ru/obschestvo/13814851,0
Канада вводит санкции в отношении России из-за признания ДНР и ЛНР,2022-02-22 22:08:00,https://tass.ru/mezhdunarodnaya-panorama/13814913,0
Берлускони опроверг слухи о третьей женитьбе,2022-02-22 22:11:00,https://tass.ru/obschestvo/13814677,0
В Донецке произошел взрыв,2022-02-22 22:14:00,https://tass.ru/proisshestviya/13814961,0
Полиция освободила заложников из магазина Apple Store в Амстердаме,2022-02-22 22:31:00,https://tass.ru/proisshestviya/13815103,0
"США пообещали ответить, если Россия решит использовать энергоресурсы как оружие",2022-02-22 22:35:00,https://tass.ru/mezhdunarodnaya-panorama/13815141,0
"Псаки заявила, что встреча Байдена и Путина не планируется на данном этапе",2022-02-22 22:47:00,https://tass.ru/mezhdunarodnaya-panorama/13815207,0
США отказались назвать условия для введения санкций лично против Путина,2022-02-22 22:48:00,https://tass.ru/mezhdunarodnaya-panorama/13815199,0
"В США заявили, что не намерены вводить сразу все возможные санкции против России",2022-02-22 22:57:00,https://tass.ru/mezhdunarodnaya-panorama/13815249,0
СМИ: украинские еврооблигации обвалились до минимума с 2015 года,2022-02-23 21:28:00,https://tass.ru/ekonomika/13824503,0
"ОАЭ внесли одно физическое лицо и пять компаний в список тех, кто поддерживает терроризм",2022-02-23 21:31:00,https://tass.ru/mezhdunarodnaya-panorama/13824497,0
На Чукотке 24 февраля ожидается ураганный ветер с порывами до 40 м/с,2022-02-23 21:34:00,https://tass.ru/obschestvo/13824541,0
"Госдеп: действия США и ФРГ фактически ""вычеркнули из уравнения"" ""Северный поток - 2""",2022-02-23 21:35:00,https://tass.ru/mezhdunarodnaya-panorama/13824529,0
Зеленский обратился к председательствующей в Совете ЕС Франции за финансовой поддержкой,2022-02-23 21:36:00,https://tass.ru/mezhdunarodnaya-panorama/13824545,0
Чехия планирует ужесточить выдачу виз россиянам,2022-02-23 21:40:00,https://tass.ru/mezhdunarodnaya-panorama/13824589,0
"Елизавета II провела еженедельную беседу с премьером, несмотря на заражение коронавирусом",2022-02-23 21:41:00,https://tass.ru/obschestvo/13824573,0
"Белый дом отказался уточнить, помогают ли США Украине с охраной Зеленского",2022-02-23 21:44:00,https://tass.ru/mezhdunarodnaya-panorama/13824599,0
"Непомнящий, Артемьев и Есипенко вышли в полуфинал шахматного турнира серии ""Тур чемпионов""",2022-02-23 21:45:00,https://tass.ru/sport/13824607,0
"""Атлетико"" и ""Манчестер Юнайтед"" сыграли вничью в первом матче 1/8 финала Лиги чемпионов",2022-02-23 21:53:00,https://tass.ru/sport/13824625,0
Вучич поблагодарил Испанию за непризнание Косова,2022-02-23 21:53:00,https://tass.ru/mezhdunarodnaya-panorama/13824609,0
Постпред Сирии при ООН: поставки вооружений Киеву стали причиной эскалации вокруг Украины,2022-02-23 21:54:00,https://tass.ru/mezhdunarodnaya-panorama/13824551,0
"""Бенфика"" и ""Аякс"" сыграли вничью в первом матче 1/8 финала Лиги чемпионов",2022-02-23 21:56:00,https://tass.ru/sport/13824635,0
"В Канаде отменили режим ЧС, введенный из-за протестов дальнобойщиков",2022-02-23 21:59:00,https://tass.ru/mezhdunarodnaya-panorama/13824645,0
"Россия ведет переговоры о создании станции слежения для обсерватории ""Спектр-М""",2022-02-23 22:03:00,https://tass.ru/kosmos/13824667,0
Украина запросила срочное заседание Совбеза ООН в связи с обращением ДНР и ЛНР к России,2022-02-23 22:18:00,https://tass.ru/mezhdunarodnaya-panorama/13824691,0
Число жертв паводка в Бразилии превысило 200,2022-02-23 22:19:00,https://tass.ru/proisshestviya/13824699,0
Румыния получила просьбы о помощи для возможной эвакуации с Украины от 23 стран,2022-02-23 22:24:00,https://tass.ru/mezhdunarodnaya-panorama/13824727,0
"Торги на Нью-Йоркской фондовой бирже закрылись снижением индексов на 1,3-2,5%",2022-02-23 22:26:00,https://tass.ru/ekonomika/13824735,0
Напавший на магазин Apple в Амстердаме умер от полученных при задержании травм,2022-02-23 22:32:00,https://tass.ru/proisshestviya/13824745,0
Франция призвала всех соотечественников немедленно покинуть территорию Украины,2022-02-23 22:33:00,https://tass.ru/mezhdunarodnaya-panorama/13824771,0
В Донецке возникли проблемы с мобильной связью,2022-02-23 22:34:00,https://tass.ru/mezhdunarodnaya-panorama/13824777,0
На Камчатке до конца года появятся четыре спортклуба на базе школ,2022-02-23 22:42:00,https://tass.ru/nacionalnye-proekty/13824795,0
Посол США в Афинах сообщил об отправке в скором времени 12 вертолетов из Греции в Польшу,2022-02-23 22:43:00,https://tass.ru/mezhdunarodnaya-panorama/13824805,0
Telegraph: в Британии могут арестовать связанную с Ротенбергами недвижимость в Лондоне,2022-02-23 22:50:00,https://tass.ru/mezhdunarodnaya-panorama/13824835,0
Боррель: ЕС считает обращение ЛНР и ДНР к России за военной помощью опасным шагом,2022-02-23 22:51:00,https://tass.ru/mezhdunarodnaya-panorama/13824863,0
"Вице-президент США утверждает, что угроза полномасштабной атаки РФ на Украину сохраняется",2022-02-23 22:52:00,https://tass.ru/mezhdunarodnaya-panorama/13824845,0
Джонсон обсудил с руководством британских банков возможность усиления санкций против РФ,2022-02-23 22:52:00,https://tass.ru/mezhdunarodnaya-panorama/13824853,0
"Зеленский заявил, что 23 февраля инициировал разговор с Путиным и не получил ответа",2022-02-23 22:55:00,https://tass.ru/mezhdunarodnaya-panorama/13824887,0
СМИ: в Харькове и Днепре временно закрыли аэропорты,2022-02-23 22:56:00,https://tass.ru/mezhdunarodnaya-panorama/13824879,0
"Байден считает, что его нельзя упрекнуть в недооценке Путина",2022-02-24 21:31:00,https://tass.ru/mezhdunarodnaya-panorama/13850391,0
"В Газпромбанке заявили, что продолжают обслуживать клиентов в обычном режиме",2022-02-24 21:32:00,https://tass.ru/ekonomika/13850465,0
Володин: российская операция направлена исключительно на демилитаризацию Украины,2022-02-24 21:33:00,https://tass.ru/politika/13850451,0
Зеленский призвал лидеров ЕС поддержать миротворческую операцию ООН на Украине,2022-02-24 21:35:00,https://tass.ru/mezhdunarodnaya-panorama/13850447,0
"Мэр Горловки заявил, что в городе от обстрелов ВСУ погибли два человека",2022-02-24 21:44:00,https://tass.ru/mezhdunarodnaya-panorama/13850523,0
Более 22 тыс. человек признаны потерпевшими с 2014 года в ходе событий в Донбассе,2022-02-24 21:48:00,https://tass.ru/obschestvo/13850555,0
"Минтранс Канады запретил полеты в воздушном пространстве Украины, Москвы, Минска, Кишинева",2022-02-24 21:52:00,https://tass.ru/mezhdunarodnaya-panorama/13850507,0
Альфа-банк сообщил об отсутствии влияния объявленных санкций на работу банка,2022-02-24 21:52:00,https://tass.ru/ekonomika/13850575,0
"Футбольный клуб ""Зенит"" завершил выступление в еврокубках",2022-02-24 21:56:00,https://tass.ru/sport/13850625,0
СПБ биржа начнет торги 25 февраля в режиме переговорных сделок,2022-02-24 21:57:00,https://tass.ru/ekonomika/13850643,0
"""Барселона"" победила ""Наполи"" и вышла в 1/8 финала Лиги Европы по футболу",2022-02-24 22:00:00,https://tass.ru/sport/13850637,0
В Праге прошел митинг с участием 3 тыс. человек в поддержку Украины,2022-02-24 22:00:00,https://tass.ru/obschestvo/13850649,0
ЦБ и кабмин пообещали любую необходимую поддержку подпавшим под санкции банкам,2022-02-24 22:02:00,https://tass.ru/ekonomika/13850669,0
"Су-27 и Су-30СМ перехватили ""нарушителя"" воздушного пространства над Ростовской областью",2022-02-24 22:05:00,https://tass.ru/armiya-i-opk/13850665,0
Зеленский подписал указ о всеобщей мобилизации на Украине,2022-02-24 22:07:00,https://tass.ru/mezhdunarodnaya-panorama/13850705,0
"В Гидрометцентре сообщили, что россиян ожидают аномально теплые пять дней",2022-02-24 22:09:00,https://tass.ru/obschestvo/13850657,0
Россия сохранила десятое место в таблице коэффициентов УЕФА,2022-02-24 22:21:00,https://tass.ru/sport/13850745,0
"Петржела: ""Зенит"" слишком поздно начал играть в атаке в матче Лиги Европы с ""Бетисом""",2022-02-24 22:26:00,https://tass.ru/sport/13850779,0
Карнеги-холл в Нью-Йорке отменил выступления Гергиева и Мацуева,2022-02-24 22:36:00,https://tass.ru/kultura/13850801,0
"В ДНР заявили, что в результате обстрела Горловки со стороны ВСУ погиб мирный житель",2022-02-24 22:37:00,https://tass.ru/mezhdunarodnaya-panorama/13850797,0
Зеленский заявил о гибели 137 украинских военных за сутки,2022-02-24 22:38:00,https://tass.ru/mezhdunarodnaya-panorama/13850851,0
"Александр Мостовой: футболисты ""Зенита"" в противостоянии с ""Бетисом"" проиграли сами себе",2022-02-24 22:39:00,https://tass.ru/sport/13850785,0
"В банке ""Открытие"" заявили, что санкции США не окажут существенного влияния на работу",2022-02-24 22:39:00,https://tass.ru/ekonomika/13850817,0
Глава Минфина ФРГ предложил увеличить финансирование ВС страны из-за ситуации на Украине,2022-02-24 22:42:00,https://tass.ru/ekonomika/13850809,0
Белый дом: санкции Запада не направлены на нарушение поставок энергоносителей из РФ,2022-02-24 22:43:00,https://tass.ru/ekonomika/13850877,0
"Семак: футболисты ""Зенита"" в матче с ""Бетисом"" сделали все, что могли",2022-02-24 22:45:00,https://tass.ru/sport/13850905,0
Конгресс США готовится согласовать поставку оружия на Украину на сумму $600 млн,2022-02-24 22:51:00,https://tass.ru/mezhdunarodnaya-panorama/13850943,0
Turkish Airlines временно приостановила полеты в Белоруссию и Молдавию,2022-02-24 22:52:00,https://tass.ru/ekonomika/13850833,0
"ВОЗ выделила $3,5 млн на гуманитарную помощь населению Украины",2022-02-24 22:54:00,https://tass.ru/ekonomika/13850951,0
Антонов назвал недружественным шагом высылку из США российского советника-посланника,2022-02-24 22:54:00,https://tass.ru/politika/13850959,0
Канада введет санкции против Путина и Лаврова,2022-02-25 21:42:00,https://tass.ru/mezhdunarodnaya-panorama/13870551,0
В Дагестане возобновят оказание плановой амбулаторной помощи,2022-02-25 21:47:00,https://tass.ru/obschestvo/13870155,0
RTCG: черногорские спортсмены пешком пытаются покинуть территорию Украины,2022-02-25 21:53:00,https://tass.ru/mezhdunarodnaya-panorama/13869969,0
США выразили готовность встретиться с российскими представителями,2022-02-25 21:53:00,https://tass.ru/mezhdunarodnaya-panorama/13870641,0
Moody's поставило Россию и Украину на пересмотр по возможному снижению рейтингов,2022-02-25 21:53:00,https://tass.ru/ekonomika/13870633,0
МИД Турции попросил открыть воздушный коридор для эвакуации своих граждан из Украины,2022-02-25 21:58:00,https://tass.ru/mezhdunarodnaya-panorama/13870023,0
"Бюджет Кировской области на 2022 год приняли с дефицитом 6,8 млрд рублей",2022-02-25 22:00:00,https://tass.ru/ekonomika/13870229,0
"В офисе Зеленского заявили, что Украина может обсудить с Россией нейтральный статус",2022-02-25 22:01:00,https://tass.ru/mezhdunarodnaya-panorama/13870655,0
"""Интер"" не смог выиграть в четвертом матче чемпионата Италии по футболу подряд",2022-02-25 22:05:00,https://tass.ru/sport/13870719,0
"Боец ММА Исмаилов успешно дебютировал в профессиональном боксе, победив Дуродолу",2022-02-25 22:07:00,https://tass.ru/sport/13870721,0
"В Молдавии приступили к блокированию сайтов, оправдывающих военную операцию на Украине",2022-02-25 22:07:00,https://tass.ru/mezhdunarodnaya-panorama/13870119,0
"Зеленский заявил, что договорился с мировыми лидерами о новой значительной помощи Украине",2022-02-25 22:10:00,https://tass.ru/mezhdunarodnaya-panorama/13870733,0
Украинский министр попросил главу Apple прекратить поставки в РФ и заблокировать App Store,2022-02-25 22:10:00,https://tass.ru/mezhdunarodnaya-panorama/13870693,0
Совбез ООН начал обсуждение ситуации вокруг Украины,2022-02-25 22:13:00,https://tass.ru/mezhdunarodnaya-panorama/13870751,0
Несколько стран представили в СБ ООН резолюцию с осуждением операции России на Украине,2022-02-25 22:18:00,https://tass.ru/politika/13870787,0
Погода в Москве сохранит весенний характер,2022-02-25 22:21:00,https://tass.ru/obschestvo/13870687,0
ЕС приостановил с 28 февраля действие соглашения об упрощении визового режима с Россией,2022-02-25 22:22:00,https://tass.ru/mezhdunarodnaya-panorama/13870811,0
"Fitch понизило долгосрочный рейтинг Украины до ""CCC""",2022-02-25 22:24:00,https://tass.ru/ekonomika/13870871,0
ЕС ввел санкции против Путина и Лаврова,2022-02-25 22:28:00,https://tass.ru/mezhdunarodnaya-panorama/13870893,0
Швеция и Финляндия перешли к углубленному обмену информацией с НАТО,2022-02-25 22:29:00,https://tass.ru/mezhdunarodnaya-panorama/13870853,0
"В Госдепе заявили, что высылка советника-посланника РФ не была ответом на военную операцию",2022-02-25 22:37:00,https://tass.ru/mezhdunarodnaya-panorama/13870923,0
Украина попросила МВФ об экстренном финансировании,2022-02-25 22:39:00,https://tass.ru/ekonomika/13870943,0
ЕС ввел санкции против 64 ключевых структур России,2022-02-25 22:42:00,https://tass.ru/ekonomika/13871007,0
ЕС ограничил доступ правительства России и Центробанка к своему рынку капитала,2022-02-25 22:44:00,https://tass.ru/ekonomika/13871023,0
США намерены ввести санкции в отношении Российского фонда прямых инвестиций,2022-02-25 22:44:00,https://tass.ru/ekonomika/13870999,0
Россия заблокировала в СБ ООН резолюцию западных стран с осуждением операции РФ на Украине,2022-02-25 22:47:00,https://tass.ru/politika/13871057,0
США вынесут на ГА ООН проект резолюции по операции РФ на Украине,2022-02-25 22:50:00,https://tass.ru/mezhdunarodnaya-panorama/13871081,0
Постпредство России при Совете Европы продолжает работу в обычном режиме,2022-02-25 22:54:00,https://tass.ru/politika/13871093,0
Украина отсрочила возвращение в энергетическую систему России и Белоруссии,2022-02-25 22:57:00,https://tass.ru/ekonomika/13871103,0
Чехия направила поезда на польско-украинскую границу за беженцами,2022-02-25 22:59:00,https://tass.ru/mezhdunarodnaya-panorama/13871015,0
Генсек ООН отменил поездку в Женеву из-за ситуации на Украине,2022-02-26 20:43:00,https://tass.ru/mezhdunarodnaya-panorama/13879401,0
"Рогозин заявил, что Европа пострадает от решения РФ не проводить пуски с космодрома Куру",2022-02-26 20:44:00,https://tass.ru/kosmos/13879389,0
"Карлсен одержал победу над Непомнящим в финале шахматного турнира серии ""Тур чемпионов""",2022-02-26 20:50:00,https://tass.ru/sport/13879435,0
Премьер Чехии обсудил ситуацию на Украине с Владимиром Зеленским,2022-02-26 20:57:00,https://tass.ru/mezhdunarodnaya-panorama/13879477,0
МИД Британии пообещал вводить санкции против бизнесменов из РФ каждые несколько недель,2022-02-26 20:59:00,https://tass.ru/ekonomika/13879457,0
Портал госуслуг столкнулся с беспрецедентными по масштабу кибератаками,2022-02-26 21:04:00,https://tass.ru/ekonomika/13879537,0
На Даунинг-стрит заявили о возросшей готовности Запада к отключению России от SWIFT,2022-02-26 21:07:00,https://tass.ru/ekonomika/13879485,0
"""Ференцварош"" сыграл вничью с ""Дьирмотом"" в матче чемпионата Венгрии по футболу",2022-02-26 21:10:00,https://tass.ru/sport/13879557,0
В Мариинке пройдет концерт в честь юбилея народной артистки России Ларисы Гергиевой,2022-02-26 21:10:00,https://tass.ru/kultura/13879523,0
Lufthansa на семь дней прекращает полеты в воздушном пространстве России,2022-02-26 21:14:00,https://tass.ru/ekonomika/13879569,0
СМИ: страны ЕС закроют воздушное пространство для российских самолетов,2022-02-26 21:17:00,https://tass.ru/ekonomika/13879575,0
В Белоруссии пройдет референдум по внесению изменений и дополнений в конституцию,2022-02-26 21:23:00,https://tass.ru/obschestvo/13879515,0
"Захарова заявила, что часть стран поддерживают РФ и понимают происходящее вокруг Украины",2022-02-26 21:23:00,https://tass.ru/politika/13879503,0
Миронов и Машков поздравили Авангарда Леонтьева с 75-летием,2022-02-26 21:27:00,https://tass.ru/kultura/13879531,0
"""Оппозиционная платформа"" исключила депутата Киву из фракции",2022-02-26 21:30:00,https://tass.ru/mezhdunarodnaya-panorama/13879601,0
Глава Минтранса ФРГ поддержал закрытие воздушного пространства для российских самолетов,2022-02-26 21:32:00,https://tass.ru/ekonomika/13879615,0
"Джонсон заявил о необходимости намного более жестких санкций против РФ, включая SWIFT",2022-02-26 21:43:00,https://tass.ru/mezhdunarodnaya-panorama/13879653,0
Букингемский дворец сообщил о переносе приема для дипломатов с участием Елизаветы II,2022-02-26 22:01:00,https://tass.ru/mezhdunarodnaya-panorama/13879699,0
"Россия закрыла воздушное пространство для Латвии, Литвы, Словении и Эстонии",2022-02-26 22:02:00,https://tass.ru/ekonomika/13879715,0
Макрон призвал Лукашенко как можно скорее добиться вывода российских войск из Белоруссии,2022-02-26 22:02:00,https://tass.ru/mezhdunarodnaya-panorama/13879705,0
YouTube подтвердил блокировку монетизации нескольких российских каналов,2022-02-26 22:05:00,https://tass.ru/obschestvo/13879731,0
Западные страны договорились отключить российские банки от SWIFT,2022-02-26 22:11:00,https://tass.ru/ekonomika/13879805,0
ЕС заморозит активы Центробанка России,2022-02-26 22:13:00,https://tass.ru/ekonomika/13879853,0
Несколько операторов в Латвии прекратили ретрансляцию российских телеканалов,2022-02-26 22:17:00,https://tass.ru/mezhdunarodnaya-panorama/13879795,0
"В посольстве КНР в РФ заявили, что реальной угрозой для мира являются США",2022-02-26 22:18:00,https://tass.ru/mezhdunarodnaya-panorama/13879863,0
"США, ЕС, Британия и Канада договорились ввести в действие совместные меры против России",2022-02-26 22:33:00,https://tass.ru/mezhdunarodnaya-panorama/13879975,0
Минтранс Финляндии анонсировал закрытие воздушного пространства для российских самолетов,2022-02-26 22:39:00,https://tass.ru/mezhdunarodnaya-panorama/13880047,0
В Белграде прошел автопробег в поддержку России в ее борьбе с неонацизмом,2022-02-26 22:43:00,https://tass.ru/mezhdunarodnaya-panorama/13880053,0
"Шайба Малкина принесла ""Питтсбургу"" победу в матче НХЛ с ""Рейнджерс""",2022-02-26 22:46:00,https://tass.ru/sport/13880071,0
"В США заявили, что Запад еще не завершил разработку санкций в отношении ЦБ РФ",2022-02-26 22:53:00,https://tass.ru/ekonomika/13880133,0
Министр обороны непризнанного Косова запросил вступление в НАТО и создание базы США,2022-02-27 21:19:00,https://tass.ru/mezhdunarodnaya-panorama/13890375,0
FIDE открыла дисциплинарное дело в отношении российского шахматиста Карякина,2022-02-27 21:21:00,https://tass.ru/sport/13890481,0
"Володин назвал предательством позицию деятелей культуры, не осуждающих нацистов на Украине",2022-02-27 21:23:00,https://tass.ru/politika/13890249,0
Сбербанк в Чехии не будет открывать свои отделения 28 февраля,2022-02-27 21:26:00,https://tass.ru/ekonomika/13890503,0
"Фонд Потанина и ""Русфонд"" заняли лидерство в рейтинге НКО",2022-02-27 21:26:00,https://tass.ru/obschestvo/13890311,0
Франция ожидает голосования в СБ ООН по проекту своей резолюции об Украине 1 марта,2022-02-27 21:27:00,https://tass.ru/mezhdunarodnaya-panorama/13890511,0
"Небензя заявил, что удары ВСУ пытаются выдавать за российские действия",2022-02-27 21:31:00,https://tass.ru/politika/13890537,0
Президент Швейцарии опроверг сообщения СМИ о проведении в Женеве конференции по Украине,2022-02-27 21:32:00,https://tass.ru/mezhdunarodnaya-panorama/13890117,0
Мезенцев: поддержка Белоруссией переговорного процесса РФ и Украины значима,2022-02-27 21:33:00,https://tass.ru/mezhdunarodnaya-panorama/13890527,0
Более 150 тыс. российских туристов могут находиться за рубежом,2022-02-27 21:37:00,https://tass.ru/obschestvo/13890557,0
"На Камчатке зафиксировали землетрясение магнитудой 4,7",2022-02-27 21:42:00,https://tass.ru/proisshestviya/13890615,0
"В сборной Швеции заявили, что ожидали более резкой позиции ФИФА в отношении команды России",2022-02-27 21:42:00,https://tass.ru/sport/13890607,0
Мэр Киева сообщил о новых сроках действия комендантского часа,2022-02-27 21:43:00,https://tass.ru/mezhdunarodnaya-panorama/13890593,0
"Небензя сообщил, что проведет 28 февраля пресс-конференцию",2022-02-27 21:53:00,https://tass.ru/politika/13890671,0
"""Наполи"" обыграл ""Лацио"" и вышел на первое место в чемпионате Италии",2022-02-27 21:57:00,https://tass.ru/sport/13890705,0
"Глава МИД Словении заявил, что у России больше нет почетных консулов в стране",2022-02-27 21:59:00,https://tass.ru/mezhdunarodnaya-panorama/13890687,0
Первая отправка белков коронавируса на МКС запланирована на 18 марта,2022-02-27 22:04:00,https://tass.ru/kosmos/13890741,0
Посольство США на Украине призвало американцев покинуть территорию страны,2022-02-27 22:05:00,https://tass.ru/mezhdunarodnaya-panorama/13890707,0
Небензя отверг обвинения в неизбирательном применении Россией силы на Украине,2022-02-27 22:06:00,https://tass.ru/politika/13890415,0
МИД Дании призвал своих граждан покинуть территорию России,2022-02-27 22:09:00,https://tass.ru/mezhdunarodnaya-panorama/13890725,0
"Синоптики сообщили, что во всех регионах России в ближайшие дни ожидается теплая погода",2022-02-27 22:22:00,https://tass.ru/obschestvo/13890779,0
"Мэр Житомира заявил, что силовики получили приказ ""стрелять на месте"" в мародеров",2022-02-27 22:23:00,https://tass.ru/mezhdunarodnaya-panorama/13890747,0
Италия запросит в СБ ООН гуманитарное перемирие на Украине для эвакуации женщин и детей,2022-02-27 22:25:00,https://tass.ru/mezhdunarodnaya-panorama/13890635,0
Миграционный отток населения с Камчатки в 2021 году снизился почти на 12%,2022-02-27 22:33:00,https://tass.ru/obschestvo/13890805,0
"Шайба Бучневича и передача Барбашева помогли ""Сент-Луису"" обыграть ""Чикаго"" в матче НХЛ",2022-02-27 22:34:00,https://tass.ru/sport/13890807,0
"КНДР заявила, что провела связанные с разработкой разведывательного спутника испытания",2022-02-27 22:38:00,https://tass.ru/mezhdunarodnaya-panorama/13890809,0
Саудовская Аравия по-прежнему привержена соглашению ОПЕК + с Россией,2022-02-27 22:40:00,https://tass.ru/ekonomika/13890815,0
"Захарова заявила, что ООН не может обеспечить прилет делегации России в Женеву",2022-02-27 22:45:00,https://tass.ru/politika/13890825,0
"Захарова заявила, что у России по-прежнему есть друзья в мире",2022-02-27 22:49:00,https://tass.ru/politika/13890835,0
"Рядом с Курильскими островами произошло землетрясение магнитудой 4,9",2022-02-27 22:52:00,https://tass.ru/proisshestviya/13890853,0
Мобильные медицинские комплексы Центра СПИД заработали в Подмосковье,2022-04-29 10:45:15,https://tass.ru/obschestvo/14516863,0
Ученые РФ готовы помочь в восстановлении разрушенных древних объектов в Турции и Сирии,2023-02-07 8:33:54,https://tass.ru/nauka/16981447,0
Кабмин направит 8 млрд рублей на восстановление энергосетей в Донбассе,2025-04-18 12:32:23,https://tass.ru/ekonomika/23722559,0
В Подмосковье рассмотрели более 6 тыс. обращений в центрах поддержки мобилизованных,2022-10-24 11:00:48,https://tass.ru/obschestvo/16138501,0
Кировская область направила в Курск 20 тонн гуманитарного груза,2024-08-14 12:00:51,https://tass.ru/obschestvo/21603183,0
В Подмосковье привили от гриппа около 1 млн детей,2023-11-10 7:55:01,https://tass.ru/obschestvo/19250885,0
Более 40% компаний в России принимают на работу пенсионеров на общих основаниях,2024-03-21 3:46:19,https://tass.ru/ekonomika/20301323,0
"Число прибывших в РФ беженцев с территории Украины и Донбасса превысило 5,4 млн человек",2023-03-13 7:40:19,https://tass.ru/obschestvo/17248303,1
Дагестан отправил первую партию гуманитарной помощи для беженцев из Донбасса,2022-02-21 12:45:59,https://tass.ru/obschestvo/13784351,1
В Приамурье 120 детей-сирот получат квартиры по спецнайму в течение 2023 года,2023-08-07 7:07:53,https://tass.ru/nedvizhimost/18457841,0
"Еврокомиссар заявил, что ЕС принял почти 10 млн украинских беженцев с начала конфликта",2023-09-18 9:31:57,https://tass.ru/mezhdunarodnaya-panorama/18773421,0
Из приграничья Курской области эвакуировали более 122 тыс. человек,2024-08-20 11:07:00,https://tass.ru/proisshestviya/21645015,0
Жители Ростовской области оказывают помощь эвакуированным из ЛНР и ДНР,2022-02-19 11:18:11,https://tass.ru/obschestvo/13766969,1
К программе по раннему физическому развитию детей планируют подключить 10 регионов России,2023-01-24 8:40:40,https://tass.ru/sport/16869417,0
Эвакуированные из-за природных пожаров жители Курганской области возвращаются в свои дома,2022-05-11 12:55:50,https://tass.ru/obschestvo/14597731,0
"Смирнов сообщил, что в Курской области 180 тыс. человек подлежат эвакуации",2024-08-12 12:15:53,https://tass.ru/obschestvo/21585857,0
В Донецке из-за обстрелов ВСУ без электричества остались более 70 тыс. жителей,2024-11-05 18:31:15,https://tass.ru/proisshestviya/22321263,0
Первые автобусы МО РФ с беженцами из Мариуполя прибыли на границу Ростовской области,2022-03-15 14:40:05,https://tass.ru/obschestvo/14077763,1
Мединский: около 3 тыс. тел готовы к отправке украинской стороне,2025-06-20 17:33:25,https://tass.ru/politika/24305295,0
В Калининградской области ввели компенсацию за газификацию для льготников,2023-01-24 18:15:39,https://tass.ru/ekonomika/16875877,0
В избиркоме Брянской области сообщили об активном участии переселенцев в референдуме,2022-09-23 9:39:56,https://tass.ru/politika/15844423,1
В Якутске начнут предоставлять жилье семейным водителям общественного транспорта,2024-12-18 11:35:45,https://tass.ru/obschestvo/22704647,0
В Саратовской области хотят внедрить программу по возвращению уехавших жителей,2025-03-19 5:07:46,https://tass.ru/obschestvo/23439761,0
Молодежь из ЛНР приняла участие в мероприятиях в День памяти и скорби в Ростовской области,2022-06-22 11:32:04,https://tass.ru/obschestvo/14998833,0
Около 200 школ Донбасса и Новороссии получили современное лабораторное оборудование,2024-11-11 11:15:27,https://tass.ru/nacionalnye-proekty/22370039,0
В Новосибирской области ограничат работу мигрантов в социальных столовых,2025-10-07 6:06:21,https://tass.ru/obschestvo/25268427,0
