cible,co_word,example_id,excerpt,title,url
Benevoles,вместе,4,"( ДНР и ЛНР ) . Вместе с волонтерами и представителями реготделений партии "" Единая Россия """,Регионы ЦФО собирают детские игрушки и деньги для жителей Донбасса,https://tass.ru/obschestvo/13808231
Benevoles,вместе,5,", сообщила журналистам в среду руководитель городского штаба волонтеров "" Мы вместе "" Виктория Кашлякова .",Сбор гуманитарной помощи для жителей Украины начался в Севастополе,https://tass.ru/obschestvo/13948243
Refugies,россия,1,"февраля . /ТАСС/. Россия оказывает всю необходимую помощь беженцам из Донецкой и Луганской народных республик , партия","В Госдуме заявили, что единороссы и волонтеры оказывают помощь беженцам из ДНР и ЛНР",https://tass.ru/politika/13767933
Refugies,россия,2,"действий . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион , выплатят по",Пункты пропуска эвакуированных из Донбасса в Ростовской области оборудуют тепловизорами,https://tass.ru/obschestvo/13767575
Refugies,россия,3,"центра . По поручению президента России Владимира Путина беженцам , прибывающим в регион , выплатят по 10",Брянская область готовится принять 500 беженцев из ДНР и ЛНР,https://tass.ru/obschestvo/13766839
Refugies,россия,4,"ЛНР и ДНР , которая заставила их стать беженцами и искать прибежище в России . Краснодарский край",Краснодарский край готов принять и разместить эвакуированных из ДНР и ЛНР мирных жителей,https://tass.ru/obschestvo/13765505
Refugies,россия,5,февраля . /ТАСС/. 26 регионов России готовы принять беженцев с территории Донецкой и Луганской народных республик .,"Чуприян сообщил, что беженцев из Донбасса готовы принять 26 российских регионов",https://tass.ru/obschestvo/13765485
Benevoles,центр,1,"штаб . Наш ресурсный центр добровольчества координирует 250 волонтеров "" , - отметил Метелев . По его","В Госдуме заявили, что единороссы и волонтеры оказывают помощь беженцам из ДНР и ЛНР",https://tass.ru/politika/13767933
Benevoles,центр,2,"временного размещения с прибывшими гражданами также будут работать волонтеры , психологи , сотрудники центров соцзащиты , а","Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область",https://tass.ru/obschestvo/13807257
Benevoles,центр,3,"В пунктах временного размещения с ними будут работать волонтеры , психологи , сотрудники центров соцзащиты "" ,",Первый поезд с эвакуированными жителями Донбасса прибыл в Липецкую область,https://tass.ru/obschestvo/13802221
Benevoles,центр,4,"социально - оздоровительный центр "" Здравушка "" . Волонтеры с воскресенья готовят места размещения "" , -",Число ПВР для эвакуированных из Донбасса в Астраханскую область увеличат вдвое,https://tass.ru/obschestvo/13845695
Benevoles,центр,5,Центра международных гуманитарных связей правительства Санкт - Петербурга волонтеры Красного Креста отправили в центр распределения гуманитарной помощи,Жители Петербурга отправили почти 4 тонны гуманитарной помощи эвакуированным с Донбасса,https://tass.ru/obschestvo/13990673
Refugies,временной,1,"области рекомендовано подготовить к развертыванию пункты временного размещения беженцев , организовать взаимодействие с территориальными органами федеральной власти",Режим повышенной готовности ввели в Воронежской области из-за приема беженцев из ДНР и ЛНР,https://tass.ru/obschestvo/13768235
Refugies,временной,2,"зафиксировать их за каждым пунктом временного размещения для беженцев "" , - заявил Чуприян на оперативном совещании",Врио главы МЧС РФ потребовал начать выплаты беженцам из Донбасса в течение суток,https://tass.ru/obschestvo/13763683
Refugies,временной,3,"побывали в одном из пунктов временного размещения для беженцев , который расположен на базе детского лагеря ""","Волонтерский штаб ""Мы вместе"" в Ростове-на-Дону начал оказывать помощь жителям Донбасса",https://tass.ru/obschestvo/13774587
Refugies,временной,4,"В Воронежской области создано 42 пункта временного размещения беженцев , регион готов принять 4,5 тыс. человек ,",В Воронежской области ввели режим ЧС из-за роста числа прибывающих жителей Донбасса,https://tass.ru/proisshestviya/13773721
Refugies,временной,5,". 
 Как отметил Верховцев , для размещения беженцев созданы 42 пункта временного размещения , они рассредоточены",Около 1 тыс. беженцев из ДНР и ЛНР прибыли в Воронежскую область,https://tass.ru/obschestvo/13772345
Russie,владимир,1,"нарастающей угрозой боевых действий . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион",Пункты пропуска эвакуированных из Донбасса в Ростовской области оборудуют тепловизорами,https://tass.ru/obschestvo/13767575
Russie,владимир,2,"запросил помощь федерального центра . По поручению президента России Владимира Путина беженцам , прибывающим в регион ,",Брянская область готовится принять 500 беженцев из ДНР и ЛНР,https://tass.ru/obschestvo/13766839
Russie,владимир,3,"разместить людей из Донбасса . По поручению президента России Владимира Путина беженцам , прибывающим в российские регионы",В Орловской области пять пунктов временного размещения готовы к приему жителей ДНР и ЛНР,https://tass.ru/obschestvo/13776695
Russie,владимир,4,"разместить людей из Донбасса . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион",В Волгоградской области организуют обучение эвакуированных из Донбасса детей при ПВР,https://tass.ru/obschestvo/13776635
Russie,владимир,5,разместить людей из Донбасса . По поручению президента России Владимира Путина эвакуировавшимся жителям ДНР и ЛНР выплатят,В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Russie,путин,1,"нарастающей угрозой боевых действий . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион",Пункты пропуска эвакуированных из Донбасса в Ростовской области оборудуют тепловизорами,https://tass.ru/obschestvo/13767575
Russie,путин,2,"запросил помощь федерального центра . По поручению президента России Владимира Путина беженцам , прибывающим в регион ,",Брянская область готовится принять 500 беженцев из ДНР и ЛНР,https://tass.ru/obschestvo/13766839
Russie,путин,3,"разместить людей из Донбасса . По поручению президента России Владимира Путина беженцам , прибывающим в российские регионы",В Орловской области пять пунктов временного размещения готовы к приему жителей ДНР и ЛНР,https://tass.ru/obschestvo/13776695
Russie,путин,4,"разместить людей из Донбасса . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион",В Волгоградской области организуют обучение эвакуированных из Донбасса детей при ПВР,https://tass.ru/obschestvo/13776635
Russie,путин,5,разместить людей из Донбасса . По поручению президента России Владимира Путина эвакуировавшимся жителям ДНР и ЛНР выплатят,В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Russie,донбасс,1,"Ямал также готов принять у себя эвакуированных в Россию жителей Донбасса . "" У региона уже есть",Регионы России готовы принять эвакуированных с Донбасса и предоставить помощь,https://tass.ru/obschestvo/13767219
Russie,донбасс,2,85 регионов страны . При этом выехать из России в Донбасс уже не получится - все пункты,В Россию эвакуировали уже около 36 тыс. жителей Донбасса,https://tass.ru/obschestvo/13766621
Russie,донбасс,3,"главы МЧС , более 280 ПВР готовы в России для приема беженцев из Донбасса . "" В","Чуприян сообщил, что беженцев из Донбасса готовы принять 26 российских регионов",https://tass.ru/obschestvo/13765485
Russie,донбасс,4,"обострения ситуации в Донбассе , прибыли на территорию России и будут размещены в Ростовской области . Выехать",Гигантские пробки и ночь на границе. Как проходит эвакуация тысяч жителей Донбасса в РФ,https://tass.ru/obschestvo/13763215
Russie,донбасс,5,"разместить людей из Донбасса . По поручению президента России Владимира Путина беженцам , прибывающим в российские регионы",В Орловской области пять пунктов временного размещения готовы к приему жителей ДНР и ЛНР,https://tass.ru/obschestvo/13776695
Benevoles,область,1,"жители [ Ростовской ] области : готовы работать волонтерами , передают вещи и все необходимое для комфортного",Жители Ростовской области оказывают помощь эвакуированным из ЛНР и ДНР,https://tass.ru/obschestvo/13766969
Benevoles,область,2,"сообщении партии . Кроме того , планируется направить волонтеров в Ростовскую область . 
 О сборе гуманитарной",В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса,https://tass.ru/obschestvo/13775657
Benevoles,область,3,"ДОНУ , 20 февраля . /ТАСС/. Студенты - волонтеры в Ростовской области будут проводить занятия с эвакуированными",В Ростовской и Воронежской областях организуют обучение эвакуированных из Донбасса детей,https://tass.ru/obschestvo/13772735
Benevoles,область,4,"гуманитарной помощи откликнулись жители всех районов области , волонтеры и активисты участвуют в подготовке мест временного размещения","Губернатор Ленобласти заявил, что большинство эвакуированных из Донбасса - дети",https://tass.ru/obschestvo/13794525
Benevoles,область,5,"ДОНУ , 21 февраля . /ТАСС/. Более 800 волонтеров в Ростовской области оказывают помощь в работе с",В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13787549
Benevoles,работать,1,"жители [ Ростовской ] области : готовы работать волонтерами , передают вещи и все необходимое для комфортного",Жители Ростовской области оказывают помощь эвакуированным из ЛНР и ДНР,https://tass.ru/obschestvo/13766969
Benevoles,работать,2,"отмечается в сообщении . 
 В штабе работают волонтеры Всероссийского студенческого корпуса спасателей , Общероссийского народного фронта","Волонтерский штаб ""Мы вместе"" в Ростове-на-Дону начал оказывать помощь жителям Донбасса",https://tass.ru/obschestvo/13774587
Benevoles,работать,3,""" Разъяснения эти создали небольшую задержку , но волонтеры работают , среди них есть юристы , специалисты","Жители Донбасса с гражданством РФ, эвакуируемые в Россию, получат выплаты",https://tass.ru/obschestvo/13773175
Benevoles,работать,4,"тест на коронавирус , с ними будут работать волонтеры и психологи . 
 Ранее сообщалось , что",Липецкая область готова принять в ближайшие сутки 750 эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13780051
Benevoles,работать,5,". 
 На вокзале дежурит скорая , работают волонтеры , помогая людям сориентироваться , найти вагон со",Жители Донбасса продолжают эвакуироваться в Россию в ожидании стабилизации обстановки,https://tass.ru/obschestvo/13812021
Benevoles,помогать,1,"партии . 
 Пилипенко также отметила , что волонтеры будут помогать приезжающим в расселении , а также","Воронежская область готова принять 4,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13766725
Benevoles,помогать,2,"эвакуированных . 
 Помимо медиков , людям помогают волонтеры - расселяют , приносят теплые одеяла и просто",Воронеж начал принимать эвакуированных жителей ДНР и ЛНР,https://tass.ru/obschestvo/13776141
Benevoles,помогать,3,". 
 На вокзале дежурит скорая , работают волонтеры , помогая людям сориентироваться , найти вагон со",Жители Донбасса продолжают эвакуироваться в Россию в ожидании стабилизации обстановки,https://tass.ru/obschestvo/13812021
Benevoles,помогать,4,"ЛИПЕЦК , 22 февраля . /ТАСС/. Свыше 200 волонтеров и спасателей помогают жителям Донбасса , временно приехавшим","Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область",https://tass.ru/obschestvo/13807257
Benevoles,помогать,5,""" Клен "" . Принимать эвакуированных помогают 100 волонтеров и около 150 спасателей . "" Все прибывшие",Первый поезд с эвакуированными жителями Донбасса прибыл в Липецкую область,https://tass.ru/obschestvo/13802221
Ukraine,человек,1,"принять у себя людей с юго - востока Украины "" , - отметил Ревенко , заметив ,","Воронежская область готова принять 4,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13766725
Ukraine,человек,2,"и готовы принять людей , вынужденных покинуть территорию Украины , у себя в области . Количество и",Амурская область готова принять беженцев из ДНР и ЛНР,https://tass.ru/obschestvo/13771825
Ukraine,человек,3,"Калужская область принимала людей с юго - востока Украины и , учитывая , что нужно быстро большое",В Калужской области подготовили пункты для приема 350 жителей ДНР и ЛНР,https://tass.ru/obschestvo/13781181
Ukraine,человек,4,"покинувших территорию отдельных районов Донецкой и Луганской областей Украины , необходимостью обеспечения этих людей временным жильем и",В Подмосковье ввели режим повышенной готовности из-за прибытия эвакуированных из Донбасса,https://tass.ru/obschestvo/13809861
Ukraine,человек,5,"охрана республики . 
 "" 27 февраля с Украины въехали почти 100 тыс. человек . На 07:00","Число беженцев, прибывших в Польшу с Украины за четыре дня, превысило 280 тыс.",https://tass.ru/obschestvo/13894085
Refugies,ребенок,1,". 
 "" Уже проработан вопрос размещения детей беженцев . По словам министра труда и социального развития",Тульская область готова принять для размещения около 500 детей из ДНР и ЛНР,https://tass.ru/obschestvo/13766405
Refugies,ребенок,2,", в третьем поезде в регион прибыл 521 беженец - женщины , дети , мужчины пожилого возраста",Третий поезд доставил в Воронеж около 500 эвакуированных из Донбасса жителей,https://tass.ru/obschestvo/13776267
Refugies,ребенок,3,"числе 2,7 тыс. детей . Готовы к приему беженцев на территории только Ростовской области 90 ПВР вместимостью",Более 5 тыс. жителей Донбасса на поездах в воскресенье доставят в четыре региона России,https://tass.ru/obschestvo/13773311
Refugies,ребенок,4,"резерв психологов и педагогов для работы с детьми беженцев , поручил в понедельник Кувшинников . 
 """,Псковская область готова принять до 1 тыс. эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13785513
Refugies,ребенок,5,"посетили целый ряд пунктов временного размещения , среди беженцев больше половины - это дети . На сегодняшний",Более 93 тыс. эвакуированных из Донбасса находятся в ПВР в Ростовской области,https://tass.ru/obschestvo/13843883
Ukraine,гражданин,1,"тыс. граждан России , свыше 5,8 тыс. граждан Украины , 23 гражданина других государств "" , -",Продолжение обстрелов ДНР и ЛНР и мобилизация.,https://tass.ru/mezhdunarodnaya-panorama/13766181
Ukraine,гражданин,2,". В их числе почти 50 тыс. граждан Украины и около 30 тыс. граждан России "" ,",Источник: число прибывших в РФ жителей Донбасса приблизилось к 80 тыс.,https://tass.ru/obschestvo/13791131
Ukraine,гражданин,3,уже прибыли частным порядком жители Донбасса и граждане Украины с подконтрольных Киеву территорий . Координатор Интеграционного комитета,Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13789819
Ukraine,гражданин,4,". Из этого числа почти 60 тыс. граждан Украины , свыше 34 тыс. граждан РФ и порядка","Источник: на территорию России въехали более 93,5 тыс. жителей Донбасса",https://tass.ru/obschestvo/13813251
Ukraine,гражданин,5,"организовать временное размещение граждан , вынужденно покинувших территорию Украины и прибывших на территорию Российской Федерации в массовом",В Подмосковье ввели режим повышенной готовности из-за прибытия эвакуированных из Донбасса,https://tass.ru/obschestvo/13809861
Benevoles,помощь,1,"работу по оказанию помощи эвакуированным во взаимодействии с волонтерами , которые прибудут в Ростовскую область , для","""Единая Россия"" на Кубани открыла пункты сбора гуманитарной помощи для жителей ДНР и ЛНР",https://tass.ru/obschestvo/13765213
Benevoles,помощь,2,"ДОНУ , 21 февраля . /ТАСС/. Более 800 волонтеров в Ростовской области оказывают помощь в работе с",В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13787549
Benevoles,помощь,3,"82 % ) положительно относятся к помощи российских волонтеров жителям Донбасса , 4 % относятся к помощи",ВЦИОМ: около 80% россиян поддерживают решение о приеме эвакуированных из ДНР и ЛНР,https://tass.ru/obschestvo/13782431
Benevoles,помощь,4,семей . Для помощи эвакуированным была организована работа волонтеров - около 300 добровольцев встречали эвакуированных и провожали,Эвакуированных жителей Донбасса разместили в пунктах пребывания в Подмосковье,https://tass.ru/obschestvo/13813037
Benevoles,помощь,5,""" Мосволонтер "" 130 тыс. добровольцев . Наши волонтеры всегда готовы прийти на помощь и сейчас активно",Москвичи начали приносить продукты в пункты сбора для эвакуированных из Донбасса,https://tass.ru/obschestvo/13802335
Benevoles,ростовский,1,"работу по оказанию помощи эвакуированным во взаимодействии с волонтерами , которые прибудут в Ростовскую область , для","""Единая Россия"" на Кубани открыла пункты сбора гуманитарной помощи для жителей ДНР и ЛНР",https://tass.ru/obschestvo/13765213
Benevoles,ростовский,2,"- сказал ТАСС руководитель ростовского отделения движения "" Волонтеры Победы "" Артем Толпыгин . 
 Уже в",В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса,https://tass.ru/obschestvo/13775657
Benevoles,ростовский,3,"сообщении партии . Кроме того , планируется направить волонтеров в Ростовскую область . 
 О сборе гуманитарной",В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса,https://tass.ru/obschestvo/13775657
Benevoles,ростовский,4,"ДОНУ , 20 февраля . /ТАСС/. Студенты - волонтеры в Ростовской области будут проводить занятия с эвакуированными",В Ростовской и Воронежской областях организуют обучение эвакуированных из Донбасса детей,https://tass.ru/obschestvo/13772735
Benevoles,ростовский,5,"ДОНУ , 21 февраля . /ТАСС/. Более 800 волонтеров в Ростовской области оказывают помощь в работе с",В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13787549
Refugies,число,1,". Треть от общего числа размещенных в них беженцев - это дети.​​​​​​​ 
 Гуськов сообщил , что",В Ростовской области создали пункты временного размещения для беженцев на 13 тыс. мест,https://tass.ru/obschestvo/13765169
Refugies,число,2,"пунктах временного размещения в регионе находились 6,5 тыс. беженцев , в том числе 2,7 тыс. детей .",В Ростовской и Воронежской областях организуют обучение эвакуированных из Донбасса детей,https://tass.ru/obschestvo/13772735
Refugies,число,3,"пунктах временного размещения Ростовской области находилось 6,5 тыс. беженцев , в том числе 2,7 тыс. детей .","Около 6,5 тыс. жителей Донбасса находятся в ПВР в Ростовской области",https://tass.ru/obschestvo/13772595
Refugies,число,4,"Как отметила Манту , если рост числа беженцев продолжится такими же темпами , то возникнет """,Более 660 тыс. беженцев прибыли с Украины в соседние страны,https://tass.ru/mezhdunarodnaya-panorama/13912869
Refugies,число,5,"Мадриде . 
 "" Число прибывших в Евросоюз беженцев с Украины уже превысило 1,2 млн человек и","Глава ЕК сообщила, что в ЕС уже прибыли около 1,2 млн беженцев с Украины",https://tass.ru/mezhdunarodnaya-panorama/13982409
Russie,въезд,1,в Ростовской области работают только на въезд в Россию . Об этом в субботу сообщил представитель погрануправления,"В ФСБ сообщили, что все пункты пропуска в Ростовской области работают только на въезд в РФ",https://tass.ru/obschestvo/13764787
Russie,въезд,2,""" За истекшие сутки на въезд в Россию через пункты пропуска , расположенные в Ростовской области",Более 90% беженцев из Донбасса уже получили материальную помощь в Ростовской области,https://tass.ru/obschestvo/14054413
Russie,въезд,3,"информирует : за истекшие сутки на въезд в Россию через пункты пропуска , расположенные в Ростовской области",Более 16 тыс. жителей ДНР и ЛНР за сутки пересекло границу России в Ростовской области,https://tass.ru/obschestvo/14193993
Russie,въезд,4,", что за истекшие сутки на въезд в Россию через пункты пропуска , расположенные в Ростовской области","Более 15,5 тыс. жителей Донбасса пересекли границу в Ростовской области за сутки",https://tass.ru/obschestvo/14321745
Russie,въезд,5,"информирует . За истекшие сутки на въезд в Россию через пункты пропуска , расположенные в Ростовской области",Более 13 тыс. жителей Донбасса за сутки пересекли границу с РФ в Ростовской области,https://tass.ru/obschestvo/14574451
Benevoles,житель,1,"начали размещать с воскресенья , жителей Донбасса встречают волонтеры . На базе регионального отделения "" Единой России",В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса,https://tass.ru/obschestvo/13775657
Benevoles,житель,2,"интеграции и связям с соотечественниками Виктор Водолацкий , волонтеры разъясняют эвакуированным жителям Донбасса , что те могут","Жители Донбасса с гражданством РФ, эвакуируемые в Россию, получат выплаты",https://tass.ru/obschestvo/13773175
Benevoles,житель,3,"гуманитарной помощи откликнулись жители всех районов области , волонтеры и активисты участвуют в подготовке мест временного размещения","Губернатор Ленобласти заявил, что большинство эвакуированных из Донбасса - дети",https://tass.ru/obschestvo/13794525
Benevoles,житель,4,"82 % ) положительно относятся к помощи российских волонтеров жителям Донбасса , 4 % относятся к помощи",ВЦИОМ: около 80% россиян поддерживают решение о приеме эвакуированных из ДНР и ЛНР,https://tass.ru/obschestvo/13782431
Benevoles,житель,5,"ЛИПЕЦК , 22 февраля . /ТАСС/. Свыше 200 волонтеров и спасателей помогают жителям Донбасса , временно приехавшим","Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область",https://tass.ru/obschestvo/13807257
Benevoles,донбасс,1,"начали размещать с воскресенья , жителей Донбасса встречают волонтеры . На базе регионального отделения "" Единой России",В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса,https://tass.ru/obschestvo/13775657
Benevoles,донбасс,2,"интеграции и связям с соотечественниками Виктор Водолацкий , волонтеры разъясняют эвакуированным жителям Донбасса , что те могут","Жители Донбасса с гражданством РФ, эвакуируемые в Россию, получат выплаты",https://tass.ru/obschestvo/13773175
Benevoles,донбасс,3,"82 % ) положительно относятся к помощи российских волонтеров жителям Донбасса , 4 % относятся к помощи",ВЦИОМ: около 80% россиян поддерживают решение о приеме эвакуированных из ДНР и ЛНР,https://tass.ru/obschestvo/13782431
Benevoles,донбасс,4,"ЛИПЕЦК , 22 февраля . /ТАСС/. Свыше 200 волонтеров и спасателей помогают жителям Донбасса , временно приехавшим","Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область",https://tass.ru/obschestvo/13807257
Benevoles,донбасс,5,"работе по оказанию помощи эвакуированным жителям Донбасса задействованы волонтеры , которые , в том числе занимаются гуманитарной",Чуприян: границу России пересекли более 96 тыс. жителей Донбасса,https://tass.ru/obschestvo/13816675
Benevoles,встречать,1,"начали размещать с воскресенья , жителей Донбасса встречают волонтеры . На базе регионального отделения "" Единой России",В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса,https://tass.ru/obschestvo/13775657
Benevoles,встречать,2,семей . Для помощи эвакуированным была организована работа волонтеров - около 300 добровольцев встречали эвакуированных и провожали,Эвакуированных жителей Донбасса разместили в пунктах пребывания в Подмосковье,https://tass.ru/obschestvo/13813037
Benevoles,встречать,3,"передает корреспондент ТАСС . На месте эвакуированных встречают волонтеры , которые распределяют потоки приезжих по автобусам и",Поезд с эвакуированными жителями Донбасса прибыл в Наро-Фоминск,https://tass.ru/obschestvo/13798449
Benevoles,встречать,4,"Он напомнил , что с первых дней волонтеры от партии "" встречают беженцев на границе ,",Границу России пересекли уже более 132 тыс. эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13932163
Benevoles,встречать,5,"станцию Калуга-1 вечером в четверг . Их встречали волонтеры , сотрудники скорой помощи , ГУ МЧС ,",Первый поезд с 315 эвакуированными жителями Донбасса прибыл в Калугу,https://tass.ru/obschestvo/14027973
Benevoles,общественный,1,"только начался . "" Мы также вместе с волонтерами , волонтерами общественных организаций , с волонтерами вузов",В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Benevoles,общественный,2,". "" Мы также вместе с волонтерами , волонтерами общественных организаций , с волонтерами вузов и сузов",В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Benevoles,общественный,3,"с волонтерами , волонтерами общественных организаций , с волонтерами вузов и сузов , обеспечивали встречу беженцев ,",В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Benevoles,общественный,4,"Евстифеева силами наших предприятий , общественных организаций , волонтеров , молодежи , школьников , Йошкар - Олинской",Власти Марий Эл направили 13 тонн гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/14064385
Benevoles,общественный,5,"местного самоуправления , общественные и партийные организации , волонтеры и неравнодушные жители республики с 24 февраля 2022",КБР собрала 140 тонн гуманитарной помощи для беженцев из Донецкой и Луганской республик,https://tass.ru/obschestvo/14145695
Benevoles,организация,1,"только начался . "" Мы также вместе с волонтерами , волонтерами общественных организаций , с волонтерами вузов",В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Benevoles,организация,2,". "" Мы также вместе с волонтерами , волонтерами общественных организаций , с волонтерами вузов и сузов",В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Benevoles,организация,3,"с волонтерами , волонтерами общественных организаций , с волонтерами вузов и сузов , обеспечивали встречу беженцев ,",В Волгоградскую область прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13776629
Benevoles,организация,4,"которых составляют дети , в организации встречи задействованы волонтеры , сообщил губернатор Александр Дрозденко . 
 ""","Губернатор Ленобласти заявил, что большинство эвакуированных из Донбасса - дети",https://tass.ru/obschestvo/13794525
Benevoles,организация,5,"Игорь Артамонов . 
 "" Всего привлечено 100 волонтеров организации и порядка 150 спасателей , которые оказывают","Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область",https://tass.ru/obschestvo/13807257
Russie,сутки,1,"сутки . "" В ближайшие сутки группировка МЧС России будет усилена специалистами Тульского и Ногинского спасательных центров",Более 250 пунктов временного размещения в России готовы принять жителей Донбасса,https://tass.ru/obschestvo/13776293
Russie,сутки,2,"народных республик за последние сутки пересекли границу с Россией в Ростовской области . 
 Об этом журналистам",Более 20 тыс. жителей Донбасса за сутки пересекли границу с РФ в Ростовской области,https://tass.ru/obschestvo/13799753
