text,published_dt,topic
В ООН сообщили о прибытии в соседние с Украиной страны более 56 тыс. беженцев за сутки,2022-04-15T11:57:32,-1
Более 58 тыс. жителей Донбасса с начала недели пересекли границу РФ в Ростовской области,2022-04-15T07:01:34,2
Число прибывших в Россию с территории Украины и Донбасса превысило 800 тыс. человек,2022-04-15T05:41:55,-1
Более 100 вынужденных переселенцев с Украины находятся в ПВР Белгорода,2022-04-16T12:33:13,6
"В ООН сообщили, что за сутки в соседние с Украиной страны прибыли более 32 тыс. беженцев",2022-04-17T09:44:17,-1
Число пересекших границу с Россией беженцев с Украины и из Донбасса превысило 845 тыс.,2022-04-17T07:34:09,-1
"В ДНР сообщили, что более 500 человек эвакуировали за сутки из Мариуполя в Безыменное",2022-04-17T06:51:21,1
Из Москвы в Донбасс отправится фура с помощью для зоопарков,2022-04-18T21:25:49,3
В Бурятии подготовили пункты временного размещения для беженцев из ДНР и ЛНР,2022-04-18T11:13:38,9
"В ООН сообщили, что за сутки в соседние с Украиной страны прибыли более 25 тыс. беженцев",2022-04-18T09:23:46,-1
"Более 12,5 тыс. жителей Донбасса за сутки пересекли границу России в Ростовской области",2022-04-18T08:04:34,2
Свыше 860 тыс. человек прибыли в Россию из Донбасса и с Украины,2022-04-18T06:06:36,10
"Большинство беженцев из ДНР, ЛНР и с Украины разместили в восьми регионах России",2022-04-17T23:42:13,6
"Полянский сообщил, что более 2,5 млн украинцев нашли убежище в России с 2014 года",2022-04-19T20:32:52,10
Кабмин скорректировал квоты для регионов на прием эвакуированных с Украины и из Донбасса,2022-04-19T16:39:53,7
"Ставропольский край принял более 1,5 тыс. эвакуированных из Донбасса",2022-04-19T13:02:06,6
Более 900 переселенцев с Украины приехали в Ленинградскую область,2022-04-19T10:47:26,5
"ООН заявила, что за сутки в соседние с Украиной страны прибыли более 85 тыс. беженцев",2022-04-19T10:32:28,-1
"За сутки границу России в Ростовской области пересекли более 13,5 тыс. жителей Донбасса",2022-04-19T07:13:48,12
РПЦ объявила о наборе добровольцев в штаб помощи беженцам в Москве,2022-04-20T18:44:15,8
В Астраханской области открыли добровольный сбор средств для помощи беженцам из Донбасса,2022-04-20T12:43:40,8
Более 13 тыс. жителей Донбасса за сутки пересекли границу России,2022-04-20T12:23:21,2
Москвичи собрали почти 400 тонн гуманитарной помощи для жителей Донбасса,2022-04-20T11:59:55,3
В Хабаровский край приедут более 200 вынужденных переселенцев из Донбасса,2022-04-20T02:46:01,6
КЧР за два месяца направила более 80 тонн гуманитарной помощи для жителей Донбасса,2022-04-21T16:48:45,3
"В пунктах временного размещения для граждан ДНР и ЛНР за 1,5 месяца родились 23 ребенка",2022-04-21T13:40:46,1
"Число прибывших в Россию с Украины, из ДНР и ЛНР превысило 915 тыс. человек",2022-04-21T05:53:12,-1
В Приморье более 200 организаций готовы взять на работу вынужденных переселенцев с Украины,2022-04-21T00:56:44,4
Астраханцы направили около семи тонн гуманитарной помощи для жителей Донбасса,2022-04-22T17:13:25,3
Около 30 детей-сирот из Донбасса приедут в приемные семьи Подмосковья 23 апреля,2022-04-22T15:51:36,0
Более 720 тыс. жителей Донбасса прибыли в Ростовскую область с начала эвакуации населения,2022-04-22T12:38:17,5
Во всех территориях Ставрополья создадут пункты временного размещения для беженцев,2022-04-22T08:45:20,9
Горячая линия по оказанию правовой помощи беженцам из ДНР и ЛНР: промежуточные итоги,2022-04-22T08:23:09,-1
В УВКБ ООН указали на значительное ухудшение положения беженцев из-за событий на Украине,2022-04-22T06:53:18,7
"В ООН сообщили, что за сутки в соседние с Украиной страны прибыли около 30 тыс. беженцев",2022-04-23T10:14:23,-1
За сутки границу России в Ростовской области пересекли более 14 тыс. жителей Донбасса,2022-04-23T08:06:08,-1
"Более 10,5 тыс. жителей Донбасса за сутки пересекли границу России в Ростовской области",2022-04-24T06:32:50,2
Более 5 тыс. жителей Донбасса за сутки пересекли границу России,2022-04-25T07:05:21,2
Число прибывших в Россию беженцев из Украины и с Донбасса приблизилось к 1 млн,2022-04-25T05:40:11,-1
Более 60 беженцев из ДНР и ЛНР прибыли на Камчатку с начала марта,2022-04-25T02:29:41,5
В Крым после начала спецоперации прибыли около 103 тыс. украинских беженцев,2022-04-26T13:14:35,5
"В ООН заявили, что за сутки в соседние с Украиной страны прибыли более 32 тыс. беженцев",2022-04-26T09:45:16,-1
Более 11 тыс. жителей Донбасса за сутки пересекли границу России в Ростовской области,2022-04-26T06:36:58,2
Почти 1 млн вынужденных переселенцев прибыли в Россию с территории Украины и Донбасса,2022-04-26T05:55:12,10
На Камчатку прибыли первые 13 эвакуированных жителей ДНР и ЛНР,2022-04-26T02:14:59,5
"СК допросил 5,5 тыс. эвакуированных из Донбасса в Крым",2022-04-27T15:23:34,-1
Линия юрпомощи переселенцам из Донбасса в Ульяновской области приняла 3 тыс. звонков,2022-04-27T09:40:10,11
Всех эвакуированных из Донбасса и с Украины детей устроили в учебные учреждения России,2022-04-27T08:31:11,0
В Ленобласти беженцам из ДНР и ЛНР выдали первые свидетельства об официальном статусе,2022-04-27T08:31:09,9
Число прибывших в Россию с Украины и из Донбасса превысило 1 млн,2022-04-27T05:18:23,-1
За сутки границу РФ в Ростовской области пересекли более 13 тыс. жителей Донбасса,2022-04-27T05:17:34,-1
В Крыму находятся несколько десятков тысяч эвакуированных,2022-04-27T04:23:39,6
"За сутки из опасных районов Украины, ДНР и ЛНР эвакуированы в Россию 19 442 человека",2022-04-28T18:35:25,1
СК РФ открыл круглосуточную горячую линию для беженцев из ЛНР и ДНР,2022-04-28T17:25:07,8
"В МО РФ сообщили, что за сутки поступило 132 обращения с просьбой об эвакуации из Украины",2022-04-29T18:45:32,1
Дагестан доставит железнодорожным вагоном более 15 тонн помощи переселенцам из ДНР и ЛНР,2022-04-29T13:42:41,3
Всех въезжающих в Ростовскую область жителей Донбасса обследуют на холеру,2022-04-29T12:48:11,-1
За сутки границу РФ в Ростовской области пересекли более 15 тыс. жителей Донбасса,2022-04-29T06:30:23,-1
"Свыше 1,04 млн беженцев с Украины и из Донбасса пересекли границу с Россией",2022-04-29T06:20:47,10
"В Хабаровск прибыли более 300 человек, вынужденно покинувших территорию Украины",2022-04-29T03:51:38,5
"За сутки границу России в Ростовской области пересекли более 12,5 тыс. жителей Донбасса",2022-05-01T06:02:14,12
"За сутки границу России в Ростовской области пересекли более 7,5 тыс. жителей Донбасса",2022-05-02T06:45:46,12
"За сутки границу России в Ростовской области пересекли более 8,5 тыс. жителей Донбасса",2022-05-03T05:42:25,12
Более 10 тыс. жителей Донбасса пересекли за сутки границу России в Ростовской области,2022-05-04T06:24:11,2
"За сутки границу России в Ростовской области пересекли более 12,5 тыс. жителей Донбасса",2022-05-05T05:54:00,12
"МИД ДНР заявил, что 75% эвакуирующихся из Мариуполя хотят остаться в республике",2022-05-06T14:30:10,7
"За сутки границу России в Ростовской области пересекли более 13,5 тыс. жителей ДНР и ЛНР",2022-05-06T05:31:36,2
В Хабаровск прибыли еще более 230 вынужденных переселенцев из украинских городов,2022-05-06T01:26:09,5
В Екатеринбурге для эвакуированных из Донбасса собрали тонну гуманитарной помощи,2022-05-07T12:26:27,3
"За сутки границу России в Ростовской области пересекли более 9,5 тыс. жителей Донбасса",2022-05-07T11:55:24,12
Срок включения жителей Донбасса в программу переселения в РФ хотят сократить в четыре раза,2022-05-07T00:04:13,7
Более 13 тыс. жителей Донбасса за сутки пересекли границу с РФ в Ростовской области,2022-05-08T05:06:03,2
"За сутки границу РФ в Ростовской области пересекло более 10,5 тыс. жителей Донбасса",2022-05-09T06:26:43,12
С Украины и из Донбасса за сутки эвакуировали почти 9 тыс. человек,2022-05-10T18:34:17,1
"Более 6,5 тыс. жителей Донбасса пересекли границу РФ в Ростовской области за сутки",2022-05-10T06:13:34,2
Подмосковье приняло около 30 тыс. беженцев из Донбасса и с Украины,2022-05-11T19:16:48,6
Воробьев поручил максимально оказывать помощь по оформлению документов жителям Донбасса,2022-05-11T12:05:59,7
За сутки границу РФ в Ростовской области пересекли более 17 тыс. жителей Донбасса,2022-05-11T06:33:33,-1
"Источник: более 1,2 млн беженцев прибыли в Россию с Украины и из Донбасса",2022-05-11T06:26:07,10
"Более 19,5 тыс. человек эвакуировали за сутки из опасных районов Украины и Донбасса",2022-05-12T18:46:29,1
Москалькова: нужна федеральная программа по строительству жилья для беженцев из ДНР и ЛНР,2022-05-12T14:34:15,4
"""Орленок"" планирует принять не менее 300 детей из Донбасса в летний период",2022-05-12T13:06:31,0
Более 780 ПВР для проживания беженцев находятся под контролем Роспотребнадзора,2022-05-12T06:36:55,6
"За сутки границу России пересекли более 15,5 тыс. жителей Донбасса",2022-05-12T06:17:23,2
Из Петербурга отправили партию помощи с продуктами и семенами для жителей Донбасса,2022-05-13T16:22:32,3
Союзмаш передал 120 тонн гумпомощи для жителей Донбасса в Калужскую и Брянскую области,2022-05-13T10:50:57,3
Более 57 тыс. жителей Донбасса с 9 мая пересекли границу РФ в Ростовской области,2022-05-13T06:38:15,2
Забайкальский край принял первую группу эвакуированных жителей Донбасса,2022-05-13T05:28:28,6
За сутки границу РФ в Ростовской области пересекли более 15 тыс. жителей Донбасса,2022-05-14T08:00:51,-1
"Более 83,5 тыс. жителей Донбасса с начала недели пересекли границу РФ в Ростовской области",2022-05-15T08:16:11,2
За сутки границу РФ в Ростовской области пересекло более 11 тыс. жителей Донбасса,2022-05-16T07:21:11,12
"Число беженцев, прибывших в Россию с Украины и из Донбасса, превысило 1,3 млн человек",2022-05-16T06:08:58,-1
Почти 18 тыс. человек эвакуировали за сутки из опасных районов Украины и Донбасса,2022-05-17T18:36:04,1
В Воронеже на территориях детских лагерей закрыли все ПВР для жителей Донбасса,2022-05-17T08:50:52,9
СПЧ предлагает ввести краткосрочный полис ОМС для вынужденных переселенцев из Донбасса,2022-05-17T07:44:10,-1
Границу РФ в Ростовской области за сутки пересекли более 13 тыс. жителей Донбасса,2022-05-17T06:52:36,12
"Порядка 1,5 тыс. переселенцев из ДНР и ЛНР трудоустраивают в ДФО",2022-05-18T17:04:53,-1
"Границу РФ в Ростовской области за сутки пересекли более 14,5 тыс. жителей Донбасса",2022-05-18T07:30:19,12
"Кириенко заявил, что около 75 тыс. волонтеров-россиян помогают жителям Донбасса",2022-05-19T14:30:23,-1
"За сутки границу России в Ростовской области пересекли более 13,5 тыс. жителей Донбасса",2022-05-19T07:00:05,12
Более 500 человек прибыли в Свердловскую область с Донбасса,2022-05-20T16:39:01,5
За сутки границу России в Ростовской области пересекли более 14 тыс. жителей Донбасса,2022-05-20T06:58:28,-1
МО РФ: почти 19 тыс. человек эвакуированы в Россию из Донбасса и с Украины за сутки,2022-05-21T18:33:36,1
"За сутки границу РФ в Ростовской области пересекло более 15,5 тыс. жителей Донбасса",2022-05-21T10:12:59,12
"Две фуры с помощью для животных отправятся из России в Донецк, Херсон и Мелитополь",2022-05-22T21:11:23,3
"За сутки границу РФ в Ростовской области пересекли более 11,5 тыс. жителей Донбасса",2022-05-22T10:36:51,12
"Более 1,5 тыс. детей с Украины и из Донбасса зачислили в школы и детсады Крыма",2022-05-23T08:19:31,0
"Свыше 11,5 тыс. жителей Донбасса пересекли за сутки границу РФ в Ростовской области",2022-05-23T06:44:06,2
"Число прибывших в Россию с Украины и из Донбасса беженцев превысило 1,4 млн",2022-05-23T06:08:13,-1
"Около 5 млн детей, в том числе из Донбасса, отдохнут в российских лагерях летом 2022 года",2022-05-24T21:37:09,0
"Границу Ростовской области пересекли более 1,16 млн эвакуированных жителей Донбасса",2022-05-24T11:14:29,2
"За сутки границу РФ в Ростовской области пересекли более 13,5 тыс. жителей Донбасса",2022-05-24T07:06:21,12
Фадеев предложил выдать переселенцам из Донбасса и с Украины бесплатные sim-карты,2022-05-25T10:18:08,-1
Транспортные компании Подмосковья собрали около 10 тонн гумпомощи для жителей Донбасса,2022-05-25T07:49:09,3
"За сутки границу РФ в Ростовской области пересекло более 15,5 тыс. жителей Донбасса",2022-05-25T06:56:58,12
"Россия приняла 1,5 млн эвакуированных жителей Донбасса с конца февраля",2022-05-26T10:33:43,10
За сутки границу России в Ростовской области пересекли более 15 тыс. жителей Донбасса,2022-05-26T07:53:02,-1
ПВР для эвакуированных в Крыму останутся только в приграничных районах,2022-05-26T07:21:35,9
"Более 1,5 млн человек эвакуировали в РФ из Донбасса и с Украины с начала спецоперации",2022-05-27T18:40:56,1
"Первые массовые заезды детей Донбасса в ""Артек"" состоятся в июне и июле",2022-05-27T12:59:43,0
За сутки границу РФ пересекли более 17 тыс. жителей Донбасса,2022-05-27T06:59:36,2
"Свыше 1,5 млн беженцев прибыли в Россию из Донбасса и с Украины",2022-05-27T05:45:06,10
За прошедшие сутки в Россию из Донбасса и с Украины эвакуировали более 20 тыс. человек,2022-05-28T18:34:39,1
"За сутки границу с РФ в Ростовской области пересекли более 16,5 тыс. жителей ДНР и ЛНР",2022-05-28T09:27:35,2
"Благотворительный фонд ""Новая Кубань"" доставил гуманитарный груз эвакуированным с Украины",2022-05-29T16:17:54,3
"За сутки границу РФ в Ростовской области пересекли более 13,5 тыс. жителей ДНР и ЛНР",2022-05-29T09:07:46,2
"Свыше 1,55 млн беженцев прибыли в Россию с Украины и из Донбасса",2022-05-30T06:04:48,10
"За сутки границу России в Ростовской области пересекли более 11,5 тыс. жителей ДНР и ЛНР",2022-05-30T05:58:32,2
В России запустили информационные площадки для помощи эвакуированным из ДНР и ЛНР,2022-05-31T10:09:50,8
"В Приморье три летних лагеря примут детей переселенцев из ДНР, ЛНР и Украины",2022-05-31T05:42:21,0
Около 100 детей из Донбасса передадут приемным семьям в четырех регионах России,2022-06-01T14:00:32,0
За сутки границу России в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-06-01T09:12:25,-1
"Около 1,6 млн беженцев с Украины и из Донбасса прибыли в Россию",2022-06-01T07:20:27,10
МО РФ: за сутки в Россию из Донбасса и с Украины приехали более 20 тыс. человек,2022-06-02T18:35:59,1
"Почти 1,3 млн жителей ДНР и ЛНР пересекли границу в Ростовской области с февраля",2022-06-02T14:03:45,2
"За сутки границу России в Ростовской области пересекли более 15,5 тыс. жителей Донбасса",2022-06-02T06:49:41,12
"Число прибывших в Россию с Украины и из Донбасса превысило 1,6 млн",2022-06-02T06:35:11,-1
"Более 19 тыс. человек эвакуировали за сутки с территорий ДНР, ЛНР и Украины в Россию",2022-06-03T18:32:04,1
"На Ставрополье прибыли более 3,7 тыс. беженцев из Донбасса",2022-06-03T14:24:54,5
Более 3 тыс. детей из Донбасса приняли в школы и колледжи Ростовской области,2022-06-03T10:36:46,0
"За сутки границу РФ в Ростовской области пересекли более 16,5 тыс. жителей Донбасса",2022-06-03T05:49:11,12
За сутки границу РФ в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-06-04T06:33:57,-1
За сутки границу России пересекли более 15 тыс. жителей Донбасса,2022-06-05T08:42:30,2
За сутки границу РФ пересекли более 14 тыс. жителей Донбасса,2022-06-06T06:06:31,2
Москвичи собрали более 780 тонн гуманитарной помощи для жителей Донбасса,2022-06-06T05:39:41,3
За сутки границу РФ пересекли более 15 тыс. жителей Донбасса,2022-06-07T06:08:06,2
"В российских больницах лечатся более 1,2 тыс. пациентов из Донбасса",2022-06-08T10:41:39,6
За сутки границу РФ пересекли более 16 тыс. жителей Донбасса,2022-06-08T06:48:39,2
За сутки в Россию с Украины и из Донбасса эвакуировались более 20 тыс. человек,2022-06-09T18:31:25,1
"Кабмин выделит регионам еще 1,36 млрд руб. за размещение беженцев из ЛНР, ДНР и с Украины",2022-06-09T18:02:18,11
За сутки границу РФ в Ростовской области пересекли более 17 тыс. жителей Донбасса,2022-06-09T06:11:06,-1
Более 21 тыс. человек эвакуированы с Украины и из Донбасса в Россию,2022-06-10T18:32:21,1
"Более 1,2 тыс. российских семей заявили о готовности принять детей из Донбасса",2022-06-10T16:37:41,0
"За сутки границу РФ в Ростовской области пересекли более 18,5 тыс. жителей Донбасса",2022-06-10T06:24:52,12
"МО РФ: более 7,5 тыс. человек эвакуировали за сутки из опасных районов Донбасса и Украины",2022-06-11T18:39:00,1
"Власти Бердянска заявили, что город принял много переселенцев из Мариуполя",2022-06-14T08:35:05,7
"За сутки границу России в Ростовской области пересекли более 13,5 тыс. жителей Донбасса",2022-06-14T06:23:54,12
Почти 22 тыс. человек эвакуированы за сутки из опасных районов Донбасса и Украины,2022-06-15T18:31:04,1
Вузы КЧР организуют университетскую смену для детей из Донбасса,2022-06-15T18:08:42,0
Более 283 тыс. жителей Донбасса получили единовременные выплаты в Ростовской области,2022-06-15T17:03:26,11
Небензя: мирное население в Северодонецке может эвакуироваться в любом направлении,2022-06-15T14:12:37,9
"За сутки границу РФ в Ростовской области пересекли более 18,5 тыс. жителей Донбасса",2022-06-15T06:32:12,12
"Прибывшим в Прикамье из ЛНР, ДНР и с Украины детям предоставят бесплатное питание в школах",2022-06-15T06:21:32,0
Почти 21 тыс. человек эвакуированы за сутки из опасных районов Донбасса и Украины,2022-06-16T18:32:20,1
МККК назвал удовлетворительными условия в России для беженцев из Донбасса и Украины,2022-06-16T17:01:15,7
За сутки границу РФ в Ростовской области пересекли более 13 тыс. жителей Донбасса,2022-06-16T07:39:51,-1
Более 400 эвакуированных из Донбасса и с Украины приняли на Ставрополье,2022-06-17T14:52:38,6
"За сутки границу России в Ростовской области пересекли более 19,5 тыс. жителей Донбасса",2022-06-17T06:42:23,12
МО РФ: за сутки в Россию из Донбасса и с Украины эвакуировали более 29 тыс. человек,2022-06-18T18:53:38,1
"В МО РФ сообщили об эвакуации более 21 тыс. человек за сутки из ДНР, ЛНР и с Украины",2022-06-20T19:39:11,1
На Кубани более 19 тыс. переселенцев из Донбасса подали заявление на разовую выплату,2022-06-20T13:21:53,11
Программы реабилитации для эвакуированных из Донбасса создадут в Ессентуках,2022-06-20T12:12:04,0
Из Северной Осетии на освобожденные территории в Донбассе хотят вернуться 70 беженцев,2022-06-20T11:18:31,4
"За сутки границу России пересекли более 17,5 тыс. жителей Донбасса",2022-06-20T06:15:17,2
"Свыше 2,7 млн обращений с просьбами об эвакуации в РФ с Украины и Донбасса поступило в РФ",2022-06-21T18:32:08,1
Более 21 тыс. человек эвакуировали в Россию из Украины и Донбасса за сутки,2022-06-21T18:31:46,1
Единовременные выплаты в Астрахани получили около 500 переселенцев из Донбасса и Украины,2022-06-21T09:57:59,11
За сутки границу РФ пересекли более 19 тыс. жителей Донбасса,2022-06-21T07:27:39,2
Число прибывших в РФ беженцев с Украины и из Донбасса превысило 2 млн,2022-06-21T06:30:38,-1
МО РФ сообщило об эвакуации более 2 млн человек с Украины и из Донбасса в Россию,2022-06-22T18:35:22,1
Эвакуированные в Псков жители Донбасса начали возвращаться домой,2022-06-22T18:02:57,5
"РКК распределил по регионам 1,42 тыс. тонн помощи для беженцев из Донбасса и с Украины",2022-06-22T14:14:17,3
За сутки границу РФ  пересекли более 19 тыс. жителей Донбасса,2022-06-22T05:11:26,2
"За сутки границу России пересекли более 19,5 тыс. жителей Донбасса",2022-06-23T05:36:25,2
"Москалькова назвала мизерным число получивших временное убежище граждан ДНР, ЛНР и Украины",2022-06-24T08:55:15,-1
"За сутки границу России пересекли более 20,5 тыс. жителей Донбасса",2022-06-24T07:12:08,2
"Более 3,8 млрд рублей выплатили беженцам, прибывшим в РФ с Украины и из Донбасса",2022-06-24T06:45:13,11
"За сутки границу России пересекли более 15,5 тыс. жителей Донбасса",2022-06-27T09:54:13,2
"В Россию с Украины и из Донбасса прибыли более 2,1 млн беженцев",2022-06-27T06:13:39,10
"Более 17 тыс. человек эвакуировали за сутки с территорий ДНР, ЛНР и Украины в Россию",2022-06-28T18:30:40,1
Свыше 585 тонн гуманитарной помощи доставили из Калужской области в Донбасс с начала СВО,2022-06-28T14:17:51,3
"Детский омбудсмен заявила, что в России находятся около 1,2 тыс. детей-сирот из Донбасса",2022-06-28T12:13:37,0
В здравницы на Кубани приехали почти 500 детей из ЛНР и ДНР,2022-06-28T10:04:21,0
За сутки границу России в Ростовской области пересекли более 17 тыс. жителей Донбасса,2022-06-28T07:09:53,-1
Дети беженцев из ДНР и ЛНР отправились в оздоровительные лагеря на Камчатке,2022-06-28T00:42:22,0
Более 19 тыс. человек эвакуировали в Россию за сутки с Украины и из Донбасса,2022-06-29T18:57:26,1
"Москалькова: прием беженцев из ДНР, ЛНР и Украины в РФ отвечает самым высоким стандартам",2022-06-29T10:02:04,10
"Более 4 млрд рублей выплачено беженцам, прибывшим в РФ с территории Украины и Донбасса",2022-06-29T06:37:55,11
За сутки в Россию с Украины и из Донбасса эвакуировали более 23 тыс. человек,2022-06-30T18:36:03,1
В Свердловской области открылся центр по оказанию помощи беженцам и нуждающимся,2022-06-30T14:37:12,8
"За сутки границу России пересекли более 18,5 тыс. жителей Донбасса",2022-06-30T10:55:40,2
В Тамбовской области начал работать чат-бот для помощи переселенцам из Донбасса и Украины,2022-06-30T08:02:01,8
"Число прибывших в Россию беженцев с Украины и из Донбасса превысило 2,2 млн человек",2022-06-30T05:49:59,-1
За сутки границу России в Ростовской области пересекли более 20 тыс. жителей Донбасса,2022-07-01T07:27:31,-1
"Более 2,2 млн человек эвакуировали в РФ с Украины и из Донбасса с начала спецоперации",2022-07-02T18:32:27,1
"За сутки границу России в Ростовской области пересекло более 17,5 тыс. жителей Донбасса",2022-07-03T07:16:17,12
Более 22 тыс. человек эвакуировались с Украины и из Донбасса в Россию,2022-07-04T18:31:15,1
"Более 1,5 тыс. человек из Донбасса и с Украины готовы трудоустроить в Калужской области",2022-07-04T11:58:28,4
"Свыше 2,3 млн беженцев прибыли в Россию с Украины, из ДНР и ЛНР",2022-07-04T05:54:06,10
За сутки границу России пересекли более 17 тыс. жителей Донбасса,2022-07-04T05:53:57,2
В Ессентуках семь здравниц принимают жителей Донбасса на реабилитацию,2022-07-05T16:22:30,9
"Более 1,9 млн жителей Донбасса пересекли границу РФ в Ростовской области с февраля",2022-07-05T08:36:40,2
За сутки границу РФ в Ростовской области пересекли более 18 тыс. жителей Донбасса,2022-07-05T06:33:43,-1
"Более 24 тыс. человек эвакуировали за сутки с территорий ДНР, ЛНР и Украины в Россию",2022-07-06T18:35:45,1
"Краснов назвал важнейшей задачей поддержку людей, вынужденно покинувших Донбасс",2022-07-06T09:31:17,7
За сутки границу РФ в Ростовской области пересекли более 19 тыс. жителей Донбасса,2022-07-07T16:44:04,-1
За сутки границу России в Ростовской области пересекли более 19 тыс. жителей Донбасса,2022-07-07T06:59:12,-1
"Более 4,5 млрд рублей выплатили беженцам, прибывшим в РФ с Украины и из Донбасса",2022-07-07T06:21:16,11
За сутки границу России в Ростовской области пересекли более 20 тыс. жителей Донбасса,2022-07-08T06:33:18,-1
"Число беженцев с территории Украины и Донбасса, прибывших в РФ, превысило 2,4 млн человек",2022-07-08T06:32:47,-1
Более 25 тыс. человек были за сутки эвакуированы в Россию с Украины и из Донбасса,2022-07-09T18:31:32,1
За сутки границу России в Ростовской области пересекли более 18 тыс. жителей Донбасса,2022-07-09T07:13:58,-1
За сутки границу РФ в Ростовской области пересекли более 17 тыс. жителей Донбасса,2022-07-10T07:32:14,-1
"Около половины трудоспособных граждан ДНР и ЛНР, эвакуированных в Пензу, нашли работу",2022-07-11T16:12:16,-1
Порядка 300 детей из донецкой Макеевки отдохнут в лагерях Югры летом 2022 года,2022-07-11T12:29:04,0
"За сутки границу России в Ростовской области пересекли более 17,5 тыс. жителей Донбасса",2022-07-11T06:58:15,12
Переселенцы из Донбасса и с Украины в Приморье начали получать денежные выплаты,2022-07-11T01:34:51,11
"За сутки границу России пересекли более 18,5 тыс. жителей Донбасса",2022-07-12T08:13:51,2
"Число прибывших в РФ с Украины и из Донбасса беженцев превысило 2,5 млн человек",2022-07-12T06:26:28,-1
Мобильный пункт временного размещения под Белгородом перенесли от границы с Украиной,2022-07-13T11:37:26,9
"Глава ДНР сообщил, что 160 детей-сирот из Донбасса находятся под опекой семей в России",2022-07-14T11:47:20,0
"""Артек"" примет на отдых детей из Херсонской и Запорожской областей",2022-07-14T08:02:06,0
В Ленобласть на отдых в летнем лагере прибыли 100 детей из Донбасса,2022-07-14T07:37:39,0
Более 26 тыс. человек эвакуированы за сутки в Россию с Украины и из Донбасса,2022-07-15T18:31:20,1
Более 28 тыс. человек эвакуировали в Россию за сутки с Украины и из Донбасса,2022-07-16T18:34:12,1
Из Москвы с начала СВО отправили более 830 тонн гуманитарной помощи для жителей Донбасса,2022-07-16T08:58:13,3
"За сутки границу РФ в Ростовской области пересекли более 22,5 тыс. жителей Донбасса",2022-07-16T05:30:55,12
В ДНР открыли первый пункт временного размещения семейного типа,2022-07-17T18:20:27,9
"Дети из Донбасса, Запорожской и Херсонской областей приехали в ""Артек""",2022-07-17T08:15:38,0
За сутки границу РФ в Ростовской области пересекли более 19 тыс. жителей Донбасса,2022-07-17T08:14:23,-1
"Более 24 тыс. человек эвакуировали за сутки с территорий ДНР, ЛНР и Украины в Россию",2022-07-18T18:32:42,1
"За сутки границу России в Ростовской области пересекли более 17,5 тыс. жителей Донбасса",2022-07-18T07:04:32,12
"Число прибывших в РФ с территории Украины и Донбасса беженцев превысило 2,6 млн человек",2022-07-18T06:26:17,-1
В Хабаровском крае организовали отдых в лагерях для детей беженцев с Украины и из Донбасса,2022-07-18T00:28:22,0
За сутки границу России пересекли более 20 тыс. жителей Донбасса,2022-07-19T12:03:12,2
РКК открыл первый мобильный пункт помощи переселенцам из Донбасса и с Украины,2022-07-19T11:26:47,8
"Число прибывших в РФ беженцев с территории Украины и Донбасса превысило 2,7 млн",2022-07-20T06:21:20,-1
За сутки границу России в Ростовской области пересекли более 21 тыс. жителей Донбасса,2022-07-20T05:45:17,-1
Более 27 тыс. человек за прошедшие сутки эвакуировали в Россию с Украины и из Донбасса,2022-07-21T18:33:12,1
В России разместили около 600 тыс. беженцев из Донбасса и с Украины,2022-07-21T15:39:43,10
"Медведев прибыл в Ростовскую область, где посетит пункт временного размещения беженцев",2022-07-21T09:54:05,7
Оздоровительный лагерь в Евпатории принял на отдых 300 детей из Донбасса,2022-07-21T06:48:54,0
За сутки границу России в Ростовской области пересекли более 21 тыс. жителей Донбасса,2022-07-21T05:44:25,-1
"Почти 22,5 тыс. человек эвакуировали за сутки в РФ с территорий Донбасса и Украины",2022-07-22T18:32:33,1
За сутки границу РФ в Ростовской области пересекли более 21 тыс. жителей Донбасса,2022-07-22T07:00:26,-1
Более 27 тыс. человек эвакуировали в Россию за сутки из опасных районов Донбасса и Украины,2022-07-23T18:36:34,1
За сутки границу РФ в Ростовской области пересекли более 20 тыс. жителей Донбасса,2022-07-23T06:39:22,-1
Кубанские волонтеры обустроили палаточный лагерь на границе для эвакуированных с Украины,2022-07-24T15:04:23,9
Более 2 тыс. детей-сирот с начала спецоперации эвакуировали с Украины в РФ,2022-07-24T11:38:42,0
"Более 2,8 млн беженцев прибыли в Россию с территорий Украины и Донбасса",2022-07-24T08:06:17,10
Поток беженцев с Украины в Россию уже превысил число вынужденных переселенцев в 2014 году,2022-07-25T16:43:35,10
"С февраля в Россию прибыли 2,8 млн беженцев с территории Украины и Донбасса",2022-07-25T06:19:21,10
Глава Коми попросил оформлять документы для переселенцев с Донбасса в особом порядке,2022-07-26T14:22:34,7
Свердловские власти ввели меры поддержки для детей участников СВО и беженцев,2022-07-26T13:39:01,7
За сутки границу РФ в Ростовской области пересекли более 20 тыс. жителей Донбасса,2022-07-26T06:27:32,-1
"Более 25 тыс. человек эвакуировали за сутки с территорий ДНР, ЛНР и Украины в Россию",2022-07-27T18:36:57,1
"В Хабаровске открыли ""Социальный шоурум"" для переселенцев с Украины и из Донбасса",2022-07-27T08:47:17,8
Границу России в Ростовской области за сутки пересекли более 20 тыс. жителей Донбасса,2022-07-27T06:43:19,12
